gene_ID_or_name,ref,chr,Ensemble_transcript_strand,coordinate,type
ENST00000237455,ensembl_GRCh38_latest,2,-1,86603845,start_of_STOP
ENST00000361466,ensembl_GRCh38_latest,12,1,101595073,end_of_ATG
ENST00000361466,ensembl_GRCh38_latest,12,1,101684403,start_of_STOP
ENST00000616793,ensembl_GRCh38_latest,5,-1,147671804,end_of_ATG
ENST00000616793,ensembl_GRCh38_latest,5,-1,147601763,start_of_STOP
ENST00000286657,ensembl_GRCh38_latest,4,-1,72568760,end_of_ATG
ENST00000286657,ensembl_GRCh38_latest,4,-1,72283138,start_of_STOP
ENST00000636035,ensembl_GRCh38_latest,X,-1,111410396,end_of_ATG
ENST00000636035,ensembl_GRCh38_latest,X,-1,111301689,start_of_STOP
ENST00000535842,ensembl_GRCh38_latest,20,1,31871129,end_of_ATG
ENST00000535842,ensembl_GRCh38_latest,20,1,31943019,start_of_STOP
ENST00000401095,ensembl_GRCh38_latest,1,-1,2800825,end_of_ATG
ENST00000401095,ensembl_GRCh38_latest,1,-1,2641370,start_of_STOP
ENST00000388975,ensembl_GRCh38_latest,7,-1,55861994,end_of_ATG
ENST00000388975,ensembl_GRCh38_latest,7,-1,55795915,start_of_STOP
ENST00000306511,ensembl_GRCh38_latest,19,-1,42765579,end_of_ATG
ENST00000306511,ensembl_GRCh38_latest,19,-1,42754297,start_of_STOP
ENST00000380345,ensembl_GRCh38_latest,5,-1,78510211,end_of_ATG
ENST00000380345,ensembl_GRCh38_latest,5,-1,78488899,start_of_STOP
ENST00000240189,ensembl_GRCh38_latest,1,1,12859012,end_of_ATG
ENST00000240189,ensembl_GRCh38_latest,1,1,12861777,start_of_STOP
ENST00000235349,ensembl_GRCh38_latest,1,-1,12883392,end_of_ATG
ENST00000235349,ensembl_GRCh38_latest,1,-1,12879546,start_of_STOP
ENST00000302190,ensembl_GRCh38_latest,8,1,96494274,end_of_ATG
ENST00000302190,ensembl_GRCh38_latest,8,1,96609546,start_of_STOP
ENST00000359481,ensembl_GRCh38_latest,2,1,87748156,end_of_ATG
ENST00000359481,ensembl_GRCh38_latest,2,1,87753631,start_of_STOP
ENST00000176763,ensembl_GRCh38_latest,5,-1,172188040,end_of_ATG
ENST00000176763,ensembl_GRCh38_latest,5,-1,172044884,start_of_STOP
ENST00000395799,ensembl_GRCh38_latest,16,1,24729844,end_of_ATG
ENST00000395799,ensembl_GRCh38_latest,16,1,24823805,start_of_STOP
ENST00000359621,ensembl_GRCh38_latest,1,1,15456756,end_of_ATG
ENST00000359621,ensembl_GRCh38_latest,1,1,15472005,start_of_STOP
ENST00000394785,ensembl_GRCh38_latest,4,-1,103067548,end_of_ATG
ENST00000394785,ensembl_GRCh38_latest,4,-1,103026372,start_of_STOP
ENST00000305768,ensembl_GRCh38_latest,19,-1,32971872,end_of_ATG
ENST00000305768,ensembl_GRCh38_latest,19,-1,32879164,start_of_STOP
ENST00000322090,ensembl_GRCh38_latest,7,1,55964612,end_of_ATG
ENST00000322090,ensembl_GRCh38_latest,7,1,55999070,start_of_STOP
ENST00000316715,ensembl_GRCh38_latest,X,-1,13816902,end_of_ATG
ENST00000316715,ensembl_GRCh38_latest,X,-1,13772883,start_of_STOP
ENST00000339209,ensembl_GRCh38_latest,6,-1,169723929,end_of_ATG
ENST00000339209,ensembl_GRCh38_latest,6,-1,169704005,start_of_STOP
ENST00000335272,ensembl_GRCh38_latest,22,-1,27919189,end_of_ATG
ENST00000335272,ensembl_GRCh38_latest,22,-1,27854894,start_of_STOP
ENST00000559239,ensembl_GRCh38_latest,15,-1,64824333,end_of_ATG
ENST00000559239,ensembl_GRCh38_latest,15,-1,64816300,start_of_STOP
ENST00000393909,ensembl_GRCh38_latest,2,1,75646810,end_of_ATG
ENST00000393909,ensembl_GRCh38_latest,2,1,75655283,start_of_STOP
ENST00000375910,ensembl_GRCh38_latest,1,1,15476128,end_of_ATG
ENST00000375910,ensembl_GRCh38_latest,1,1,15491310,start_of_STOP
ENST00000274605,ensembl_GRCh38_latest,5,1,178119586,end_of_ATG
ENST00000274605,ensembl_GRCh38_latest,5,1,178121999,start_of_STOP
ENST00000321297,ensembl_GRCh38_latest,11,1,72814448,end_of_ATG
ENST00000321297,ensembl_GRCh38_latest,11,1,72829388,start_of_STOP
ENST00000265960,ensembl_GRCh38_latest,9,-1,125672572,end_of_ATG
ENST00000265960,ensembl_GRCh38_latest,9,-1,125438889,start_of_STOP
ENST00000310074,ensembl_GRCh38_latest,4,1,7043582,end_of_ATG
ENST00000310074,ensembl_GRCh38_latest,4,1,7055052,start_of_STOP
ENST00000254908,ensembl_GRCh38_latest,5,1,134905142,end_of_ATG
ENST00000254908,ensembl_GRCh38_latest,5,1,134960679,start_of_STOP
ENST00000598409,ensembl_GRCh38_latest,19,1,56645670,end_of_ATG
ENST00000598409,ensembl_GRCh38_latest,19,1,56655211,start_of_STOP
ENST00000244221,ensembl_GRCh38_latest,2,-1,71202587,end_of_ATG
ENST00000244221,ensembl_GRCh38_latest,2,-1,71188481,start_of_STOP
ENST00000268835,ensembl_GRCh38_latest,17,1,18865836,end_of_ATG
ENST00000268835,ensembl_GRCh38_latest,17,1,18930696,start_of_STOP
ENST00000295834,ensembl_GRCh38_latest,2,-1,88128015,end_of_ATG
ENST00000295834,ensembl_GRCh38_latest,2,-1,88123056,start_of_STOP
ENST00000680255,ensembl_GRCh38_latest,X,-1,14021476,end_of_ATG
ENST00000680255,ensembl_GRCh38_latest,X,-1,14008915,start_of_STOP
ENST00000343518,ensembl_GRCh38_latest,22,1,15690080,end_of_ATG
ENST00000343518,ensembl_GRCh38_latest,22,1,15719775,start_of_STOP
ENST00000261211,ensembl_GRCh38_latest,12,-1,96334834,end_of_ATG
ENST00000261211,ensembl_GRCh38_latest,12,-1,96280244,start_of_STOP
ENST00000357847,ensembl_GRCh38_latest,6,1,143060928,end_of_ATG
ENST00000357847,ensembl_GRCh38_latest,6,1,143339674,start_of_STOP
ENST00000275605,ensembl_GRCh38_latest,7,-1,56021210,end_of_ATG
ENST00000275605,ensembl_GRCh38_latest,7,-1,56011764,start_of_STOP
ENST00000282020,ensembl_GRCh38_latest,4,1,92304659,end_of_ATG
ENST00000282020,ensembl_GRCh38_latest,4,1,93772496,start_of_STOP
ENST00000566228,ensembl_GRCh38_latest,16,1,11976809,end_of_ATG
ENST00000566228,ensembl_GRCh38_latest,16,1,12568627,start_of_STOP
ENST00000306279,ensembl_GRCh38_latest,2,1,85754192,end_of_ATG
ENST00000306279,ensembl_GRCh38_latest,2,1,85786888,start_of_STOP
ENST00000261721,ensembl_GRCh38_latest,15,-1,83067149,end_of_ATG
ENST00000261721,ensembl_GRCh38_latest,15,-1,83018069,start_of_STOP
ENST00000372068,ensembl_GRCh38_latest,X,1,110003777,end_of_ATG
ENST00000372068,ensembl_GRCh38_latest,X,1,110173449,start_of_STOP
ENST00000343905,ensembl_GRCh38_latest,X,1,119758670,end_of_ATG
ENST00000343905,ensembl_GRCh38_latest,X,1,119759613,start_of_STOP
ENST00000605895,ensembl_GRCh38_latest,1,1,2395793,end_of_ATG
ENST00000605895,ensembl_GRCh38_latest,1,1,2403122,start_of_STOP
ENST00000429591,ensembl_GRCh38_latest,7,1,55912639,end_of_ATG
ENST00000429591,ensembl_GRCh38_latest,7,1,55940004,start_of_STOP
ENST00000361575,ensembl_GRCh38_latest,X,-1,119791574,end_of_ATG
ENST00000361575,ensembl_GRCh38_latest,X,-1,119786686,start_of_STOP
ENST00000324198,ensembl_GRCh38_latest,22,1,25565043,end_of_ATG
ENST00000324198,ensembl_GRCh38_latest,22,1,25722448,start_of_STOP
ENST00000307428,ensembl_GRCh38_latest,4,1,74933330,end_of_ATG
ENST00000307428,ensembl_GRCh38_latest,4,1,75046245,start_of_STOP
ENST00000465784,ensembl_GRCh38_latest,9,-1,98255539,end_of_ATG
ENST00000465784,ensembl_GRCh38_latest,9,-1,98199383,start_of_STOP
ENST00000378402,ensembl_GRCh38_latest,8,1,109362583,end_of_ATG
ENST00000378402,ensembl_GRCh38_latest,8,1,109530088,start_of_STOP
ENST00000304883,ensembl_GRCh38_latest,4,-1,103719673,end_of_ATG
ENST00000304883,ensembl_GRCh38_latest,4,-1,103589684,start_of_STOP
ENST00000259467,ensembl_GRCh38_latest,9,-1,122826785,end_of_ATG
ENST00000259467,ensembl_GRCh38_latest,9,-1,122820087,start_of_STOP
ENST00000339996,ensembl_GRCh38_latest,9,-1,133524842,end_of_ATG
ENST00000339996,ensembl_GRCh38_latest,9,-1,133514638,start_of_STOP
ENST00000367411,ensembl_GRCh38_latest,6,-1,149638545,end_of_ATG
ENST00000367411,ensembl_GRCh38_latest,6,-1,149595038,start_of_STOP
ENST00000382142,ensembl_GRCh38_latest,5,-1,32312836,end_of_ATG
ENST00000382142,ensembl_GRCh38_latest,5,-1,32229780,start_of_STOP
ENST00000276201,ensembl_GRCh38_latest,X,-1,119852926,end_of_ATG
ENST00000276201,ensembl_GRCh38_latest,X,-1,119834880,start_of_STOP
ENST00000621034,ensembl_GRCh38_latest,17,-1,36262983,end_of_ATG
ENST00000621034,ensembl_GRCh38_latest,17,-1,36253956,start_of_STOP
ENST00000344726,ensembl_GRCh38_latest,6,-1,79234558,end_of_ATG
ENST00000344726,ensembl_GRCh38_latest,6,-1,79201690,start_of_STOP
ENST00000371442,ensembl_GRCh38_latest,X,-1,119871611,end_of_ATG
ENST00000371442,ensembl_GRCh38_latest,X,-1,119870584,start_of_STOP
ENST00000295887,ensembl_GRCh38_latest,4,1,84583404,end_of_ATG
ENST00000295887,ensembl_GRCh38_latest,4,1,84648684,start_of_STOP
ENST00000398805,ensembl_GRCh38_latest,9,1,112380166,end_of_ATG
ENST00000398805,ensembl_GRCh38_latest,9,1,112470542,start_of_STOP
ENST00000646743,ensembl_GRCh38_latest,8,1,101492772,end_of_ATG
ENST00000646743,ensembl_GRCh38_latest,8,1,101666701,start_of_STOP
ENST00000371437,ensembl_GRCh38_latest,X,1,119871914,end_of_ATG
ENST00000371437,ensembl_GRCh38_latest,X,1,119876532,start_of_STOP
ENST00000378466,ensembl_GRCh38_latest,1,-1,2526585,end_of_ATG
ENST00000378466,ensembl_GRCh38_latest,1,-1,2508849,start_of_STOP
ENST00000617516,ensembl_GRCh38_latest,17,1,37512275,end_of_ATG
ENST00000617516,ensembl_GRCh38_latest,17,1,37512867,start_of_STOP
ENST00000334186,ensembl_GRCh38_latest,19,1,49127876,end_of_ATG
ENST00000334186,ensembl_GRCh38_latest,19,1,49150136,start_of_STOP
ENST00000289013,ensembl_GRCh38_latest,8,1,143368990,end_of_ATG
ENST00000289013,ensembl_GRCh38_latest,8,1,143382649,start_of_STOP
ENST00000368662,ensembl_GRCh38_latest,6,-1,112087432,end_of_ATG
ENST00000368662,ensembl_GRCh38_latest,6,-1,112071414,start_of_STOP
ENST00000216024,ensembl_GRCh38_latest,22,-1,38568254,end_of_ATG
ENST00000216024,ensembl_GRCh38_latest,22,-1,38520022,start_of_STOP
ENST00000617537,ensembl_GRCh38_latest,7,-1,36724146,end_of_ATG
ENST00000617537,ensembl_GRCh38_latest,7,-1,36513254,start_of_STOP
ENST00000279907,ensembl_GRCh38_latest,12,-1,100142633,end_of_ATG
ENST00000279907,ensembl_GRCh38_latest,12,-1,100037638,start_of_STOP
ENST00000371431,ensembl_GRCh38_latest,X,1,119903226,end_of_ATG
ENST00000371431,ensembl_GRCh38_latest,X,1,119920605,start_of_STOP
ENST00000275200,ensembl_GRCh38_latest,6,1,132552695,end_of_ATG
ENST00000275200,ensembl_GRCh38_latest,6,1,132553719,start_of_STOP
ENST00000588212,ensembl_GRCh38_latest,19,-1,44397211,end_of_ATG
ENST00000588212,ensembl_GRCh38_latest,19,-1,44329697,start_of_STOP
ENST00000537055,ensembl_GRCh38_latest,19,-1,56665196,end_of_ATG
ENST00000537055,ensembl_GRCh38_latest,19,-1,56663587,start_of_STOP
ENST00000371410,ensembl_GRCh38_latest,X,-1,119943603,end_of_ATG
ENST00000371410,ensembl_GRCh38_latest,X,-1,119925222,start_of_STOP
ENST00000270708,ensembl_GRCh38_latest,1,-1,3649997,end_of_ATG
ENST00000270708,ensembl_GRCh38_latest,1,-1,3630977,start_of_STOP
ENST00000394947,ensembl_GRCh38_latest,15,-1,75430373,end_of_ATG
ENST00000394947,ensembl_GRCh38_latest,15,-1,75371981,start_of_STOP
ENST00000360273,ensembl_GRCh38_latest,3,-1,10449541,end_of_ATG
ENST00000360273,ensembl_GRCh38_latest,3,-1,10328816,start_of_STOP
ENST00000355868,ensembl_GRCh38_latest,19,1,33132172,end_of_ATG
ENST00000355868,ensembl_GRCh38_latest,19,1,33175570,start_of_STOP
ENST00000367576,ensembl_GRCh38_latest,6,1,143844488,end_of_ATG
ENST00000367576,ensembl_GRCh38_latest,6,1,143863525,start_of_STOP
ENST00000276590,ensembl_GRCh38_latest,8,-1,70669118,end_of_ATG
ENST00000276590,ensembl_GRCh38_latest,8,-1,70637862,start_of_STOP
ENST00000414468,ensembl_GRCh38_latest,19,1,57240894,end_of_ATG
ENST00000414468,ensembl_GRCh38_latest,19,1,57254701,start_of_STOP
ENST00000550402,ensembl_GRCh38_latest,12,-1,108293589,end_of_ATG
ENST00000550402,ensembl_GRCh38_latest,12,-1,108291843,start_of_STOP
ENST00000356613,ensembl_GRCh38_latest,8,-1,142614269,end_of_ATG
ENST00000356613,ensembl_GRCh38_latest,8,-1,142613083,start_of_STOP
ENST00000527614,ensembl_GRCh38_latest,11,-1,111766359,end_of_ATG
ENST00000527614,ensembl_GRCh38_latest,11,-1,111741598,start_of_STOP
ENST00000263368,ensembl_GRCh38_latest,19,-1,40465686,end_of_ATG
ENST00000263368,ensembl_GRCh38_latest,19,-1,40447891,start_of_STOP
ENST00000299853,ensembl_GRCh38_latest,16,1,22302971,end_of_ATG
ENST00000299853,ensembl_GRCh38_latest,16,1,22333698,start_of_STOP
ENST00000403906,ensembl_GRCh38_latest,19,1,52349175,end_of_ATG
ENST00000403906,ensembl_GRCh38_latest,19,1,52366765,start_of_STOP
ENST00000378526,ensembl_GRCh38_latest,17,1,34983008,end_of_ATG
ENST00000378526,ensembl_GRCh38_latest,17,1,35004504,start_of_STOP
ENST00000396169,ensembl_GRCh38_latest,3,-1,42263628,end_of_ATG
ENST00000396169,ensembl_GRCh38_latest,3,-1,42258100,start_of_STOP
ENST00000262213,ensembl_GRCh38_latest,8,-1,70608197,end_of_ATG
ENST00000262213,ensembl_GRCh38_latest,8,-1,70574934,start_of_STOP
ENST00000301263,ensembl_GRCh38_latest,8,-1,142786514,end_of_ATG
ENST00000301263,ensembl_GRCh38_latest,8,-1,142785223,start_of_STOP
ENST00000329841,ensembl_GRCh38_latest,15,1,100879910,end_of_ATG
ENST00000329841,ensembl_GRCh38_latest,15,1,100914771,start_of_STOP
ENST00000297267,ensembl_GRCh38_latest,6,1,159169599,end_of_ATG
ENST00000297267,ensembl_GRCh38_latest,6,1,159271440,start_of_STOP
ENST00000327757,ensembl_GRCh38_latest,2,1,28496117,end_of_ATG
ENST00000327757,ensembl_GRCh38_latest,2,1,28643059,start_of_STOP
ENST00000216218,ensembl_GRCh38_latest,22,-1,40856538,end_of_ATG
ENST00000216218,ensembl_GRCh38_latest,22,-1,40826540,start_of_STOP
ENST00000222008,ensembl_GRCh38_latest,19,-1,41959290,end_of_ATG
ENST00000222008,ensembl_GRCh38_latest,19,-1,41956848,start_of_STOP
ENST00000240079,ensembl_GRCh38_latest,12,-1,102061960,end_of_ATG
ENST00000240079,ensembl_GRCh38_latest,12,-1,102013110,start_of_STOP
ENST00000265689,ensembl_GRCh38_latest,11,-1,68121175,end_of_ATG
ENST00000265689,ensembl_GRCh38_latest,11,-1,68053990,start_of_STOP
ENST00000613675,ensembl_GRCh38_latest,17,1,38297186,end_of_ATG
ENST00000613675,ensembl_GRCh38_latest,17,1,38322593,start_of_STOP
ENST00000519948,ensembl_GRCh38_latest,12,1,74538115,end_of_ATG
ENST00000519948,ensembl_GRCh38_latest,12,1,74538404,start_of_STOP
ENST00000322953,ensembl_GRCh38_latest,4,1,101790883,end_of_ATG
ENST00000322953,ensembl_GRCh38_latest,4,1,102073741,start_of_STOP
ENST00000380903,ensembl_GRCh38_latest,22,1,50201039,end_of_ATG
ENST00000380903,ensembl_GRCh38_latest,22,1,50217367,start_of_STOP
ENST00000368977,ensembl_GRCh38_latest,6,1,108295082,end_of_ATG
ENST00000368977,ensembl_GRCh38_latest,6,1,108522423,start_of_STOP
ENST00000274400,ensembl_GRCh38_latest,5,-1,71062761,end_of_ATG
ENST00000274400,ensembl_GRCh38_latest,5,-1,71035679,start_of_STOP
ENST00000366774,ensembl_GRCh38_latest,6,-1,169751456,end_of_ATG
ENST00000366774,ensembl_GRCh38_latest,6,-1,169740187,start_of_STOP
ENST00000283474,ensembl_GRCh38_latest,16,-1,4614795,end_of_ATG
ENST00000283474,ensembl_GRCh38_latest,16,-1,4609635,start_of_STOP
ENST00000452400,ensembl_GRCh38_latest,8,-1,70216743,end_of_ATG
ENST00000452400,ensembl_GRCh38_latest,8,-1,70113634,start_of_STOP
ENST00000299314,ensembl_GRCh38_latest,12,-1,101830673,end_of_ATG
ENST00000299314,ensembl_GRCh38_latest,12,-1,101747166,start_of_STOP
ENST00000407008,ensembl_GRCh38_latest,17,1,28042876,end_of_ATG
ENST00000407008,ensembl_GRCh38_latest,17,1,28194634,start_of_STOP
ENST00000264790,ensembl_GRCh38_latest,4,1,89894974,end_of_ATG
ENST00000264790,ensembl_GRCh38_latest,4,1,89953416,start_of_STOP
ENST00000389834,ensembl_GRCh38_latest,15,-1,42273396,end_of_ATG
ENST00000389834,ensembl_GRCh38_latest,15,-1,42211710,start_of_STOP
ENST00000360835,ensembl_GRCh38_latest,22,-1,43343259,end_of_ATG
ENST00000360835,ensembl_GRCh38_latest,22,-1,43203999,start_of_STOP
ENST00000369747,ensembl_GRCh38_latest,6,-1,83065716,end_of_ATG
ENST00000369747,ensembl_GRCh38_latest,6,-1,82893024,start_of_STOP
ENST00000545614,ensembl_GRCh38_latest,6,1,143807094,end_of_ATG
ENST00000545614,ensembl_GRCh38_latest,6,1,143823687,start_of_STOP
ENST00000264409,ensembl_GRCh38_latest,4,1,83536625,end_of_ATG
ENST00000264409,ensembl_GRCh38_latest,4,1,83604765,start_of_STOP
ENST00000350763,ensembl_GRCh38_latest,9,-1,115091016,end_of_ATG
ENST00000350763,ensembl_GRCh38_latest,9,-1,115021159,start_of_STOP
ENST00000326132,ensembl_GRCh38_latest,22,1,31187097,end_of_ATG
ENST00000326132,ensembl_GRCh38_latest,22,1,31204584,start_of_STOP
ENST00000262315,ensembl_GRCh38_latest,16,1,788687,end_of_ATG
ENST00000262315,ensembl_GRCh38_latest,16,1,797973,start_of_STOP
ENST00000250373,ensembl_GRCh38_latest,14,1,24368343,end_of_ATG
ENST00000250373,ensembl_GRCh38_latest,14,1,24377703,start_of_STOP
ENST00000311638,ensembl_GRCh38_latest,4,1,75515455,end_of_ATG
ENST00000311638,ensembl_GRCh38_latest,4,1,75527212,start_of_STOP
ENST00000622235,ensembl_GRCh38_latest,22,-1,20437752,end_of_ATG
ENST00000622235,ensembl_GRCh38_latest,22,-1,20425377,start_of_STOP
ENST00000207870,ensembl_GRCh38_latest,3,1,38346871,end_of_ATG
ENST00000207870,ensembl_GRCh38_latest,3,1,38413011,start_of_STOP
ENST00000263921,ensembl_GRCh38_latest,4,-1,54064298,end_of_ATG
ENST00000263921,ensembl_GRCh38_latest,4,-1,54010097,start_of_STOP
ENST00000541970,ensembl_GRCh38_latest,6,-1,170584579,end_of_ATG
ENST00000541970,ensembl_GRCh38_latest,6,-1,170577561,start_of_STOP
ENST00000375708,ensembl_GRCh38_latest,9,-1,91949961,end_of_ATG
ENST00000375708,ensembl_GRCh38_latest,9,-1,91723664,start_of_STOP
ENST00000396884,ensembl_GRCh38_latest,22,-1,37983782,end_of_ATG
ENST00000396884,ensembl_GRCh38_latest,22,-1,37973497,start_of_STOP
ENST00000448584,ensembl_GRCh38_latest,19,1,54970018,end_of_ATG
ENST00000448584,ensembl_GRCh38_latest,19,1,55000896,start_of_STOP
ENST00000273986,ensembl_GRCh38_latest,4,1,102869087,end_of_ATG
ENST00000273986,ensembl_GRCh38_latest,4,1,102887428,start_of_STOP
ENST00000643195,ensembl_GRCh38_latest,22,1,15528194,end_of_ATG
ENST00000643195,ensembl_GRCh38_latest,22,1,15529137,start_of_STOP
ENST00000299882,ensembl_GRCh38_latest,11,-1,113706222,end_of_ATG
ENST00000299882,ensembl_GRCh38_latest,11,-1,113688262,start_of_STOP
ENST00000343218,ensembl_GRCh38_latest,5,-1,147509856,end_of_ATG
ENST00000343218,ensembl_GRCh38_latest,5,-1,147394037,start_of_STOP
ENST00000296417,ensembl_GRCh38_latest,4,-1,99950168,end_of_ATG
ENST00000296417,ensembl_GRCh38_latest,4,-1,99948464,start_of_STOP
ENST00000261208,ensembl_GRCh38_latest,12,-1,95995908,end_of_ATG
ENST00000261208,ensembl_GRCh38_latest,12,-1,95974234,start_of_STOP
ENST00000560079,ensembl_GRCh38_latest,15,1,84782678,end_of_ATG
ENST00000560079,ensembl_GRCh38_latest,15,1,84802391,start_of_STOP
ENST00000376371,ensembl_GRCh38_latest,9,-1,83806515,end_of_ATG
ENST00000376371,ensembl_GRCh38_latest,9,-1,83739699,start_of_STOP
ENST00000252825,ensembl_GRCh38_latest,19,-1,49155235,end_of_ATG
ENST00000252825,ensembl_GRCh38_latest,19,-1,49151298,start_of_STOP
ENST00000240423,ensembl_GRCh38_latest,2,1,96335832,end_of_ATG
ENST00000240423,ensembl_GRCh38_latest,2,1,96373349,start_of_STOP
ENST00000286307,ensembl_GRCh38_latest,5,1,157743753,end_of_ATG
ENST00000286307,ensembl_GRCh38_latest,5,1,157755262,start_of_STOP
ENST00000337929,ensembl_GRCh38_latest,16,1,27430074,end_of_ATG
ENST00000337929,ensembl_GRCh38_latest,16,1,27449281,start_of_STOP
ENST00000398186,ensembl_GRCh38_latest,5,1,172194175,end_of_ATG
ENST00000398186,ensembl_GRCh38_latest,5,1,172203343,start_of_STOP
ENST00000401949,ensembl_GRCh38_latest,7,-1,50732320,end_of_ATG
ENST00000401949,ensembl_GRCh38_latest,7,-1,50592954,start_of_STOP
ENST00000220616,ensembl_GRCh38_latest,8,1,132867003,end_of_ATG
ENST00000220616,ensembl_GRCh38_latest,8,1,133134792,start_of_STOP
ENST00000315567,ensembl_GRCh38_latest,4,1,77862851,end_of_ATG
ENST00000315567,ensembl_GRCh38_latest,4,1,77952605,start_of_STOP
ENST00000374023,ensembl_GRCh38_latest,6,-1,34696601,end_of_ATG
ENST00000374023,ensembl_GRCh38_latest,6,-1,34590567,start_of_STOP
ENST00000370693,ensembl_GRCh38_latest,6,1,57172700,end_of_ATG
ENST00000370693,ensembl_GRCh38_latest,6,1,57184188,start_of_STOP
ENST00000330722,ensembl_GRCh38_latest,12,-1,52493186,end_of_ATG
ENST00000330722,ensembl_GRCh38_latest,12,-1,52487722,start_of_STOP
ENST00000265840,ensembl_GRCh38_latest,11,1,107618192,end_of_ATG
ENST00000265840,ensembl_GRCh38_latest,11,1,107665195,start_of_STOP
ENST00000373555,ensembl_GRCh38_latest,9,-1,124938709,end_of_ATG
ENST00000373555,ensembl_GRCh38_latest,9,-1,124880532,start_of_STOP
ENST00000618265,ensembl_GRCh38_latest,19,1,43353717,end_of_ATG
ENST00000618265,ensembl_GRCh38_latest,19,1,43362318,start_of_STOP
ENST00000343516,ensembl_GRCh38_latest,16,-1,2196430,end_of_ATG
ENST00000343516,ensembl_GRCh38_latest,16,-1,2178552,start_of_STOP
ENST00000637233,ensembl_GRCh38_latest,19,1,58244026,end_of_ATG
ENST00000637233,ensembl_GRCh38_latest,19,1,58285724,start_of_STOP
ENST00000442800,ensembl_GRCh38_latest,7,1,30362402,end_of_ATG
ENST00000442800,ensembl_GRCh38_latest,7,1,30362432,start_of_STOP
ENST00000622683,ensembl_GRCh38_latest,17,1,38428488,end_of_ATG
ENST00000622683,ensembl_GRCh38_latest,17,1,38510970,start_of_STOP
ENST00000299601,ensembl_GRCh38_latest,15,-1,51971743,end_of_ATG
ENST00000299601,ensembl_GRCh38_latest,15,-1,51938158,start_of_STOP
ENST00000446702,ensembl_GRCh38_latest,3,1,1148011,end_of_ATG
ENST00000446702,ensembl_GRCh38_latest,3,1,1403416,start_of_STOP
ENST00000308580,ensembl_GRCh38_latest,15,1,51862887,end_of_ATG
ENST00000308580,ensembl_GRCh38_latest,15,1,51908808,start_of_STOP
ENST00000357052,ensembl_GRCh38_latest,19,1,40778378,end_of_ATG
ENST00000357052,ensembl_GRCh38_latest,19,1,40786961,start_of_STOP
ENST00000358755,ensembl_GRCh38_latest,8,1,103300110,end_of_ATG
ENST00000358755,ensembl_GRCh38_latest,8,1,103331507,start_of_STOP
ENST00000265343,ensembl_GRCh38_latest,5,-1,132937187,end_of_ATG
ENST00000265343,ensembl_GRCh38_latest,5,-1,132881061,start_of_STOP
ENST00000611905,ensembl_GRCh38_latest,17,-1,35981418,end_of_ATG
ENST00000611905,ensembl_GRCh38_latest,17,-1,35977568,start_of_STOP
ENST00000620676,ensembl_GRCh38_latest,1,1,12234269,end_of_ATG
ENST00000620676,ensembl_GRCh38_latest,1,1,12509022,start_of_STOP
ENST00000297354,ensembl_GRCh38_latest,8,-1,73093065,end_of_ATG
ENST00000297354,ensembl_GRCh38_latest,8,-1,73067343,start_of_STOP
ENST00000644613,ensembl_GRCh38_latest,19,-1,41994074,end_of_ATG
ENST00000644613,ensembl_GRCh38_latest,19,-1,41958931,start_of_STOP
ENST00000304414,ensembl_GRCh38_latest,16,-1,18801464,end_of_ATG
ENST00000304414,ensembl_GRCh38_latest,16,-1,18793254,start_of_STOP
ENST00000616054,ensembl_GRCh38_latest,17,1,36064345,end_of_ATG
ENST00000616054,ensembl_GRCh38_latest,17,1,36071039,start_of_STOP
ENST00000441322,ensembl_GRCh38_latest,15,1,43594221,end_of_ATG
ENST00000441322,ensembl_GRCh38_latest,15,1,43599271,start_of_STOP
ENST00000345317,ensembl_GRCh38_latest,7,-1,26864427,end_of_ATG
ENST00000345317,ensembl_GRCh38_latest,7,-1,26670102,start_of_STOP
ENST00000261733,ensembl_GRCh38_latest,12,1,111766985,end_of_ATG
ENST00000261733,ensembl_GRCh38_latest,12,1,111809573,start_of_STOP
ENST00000617897,ensembl_GRCh38_latest,17,-1,36001490,end_of_ATG
ENST00000617897,ensembl_GRCh38_latest,17,-1,35997769,start_of_STOP
ENST00000341809,ensembl_GRCh38_latest,12,-1,52703432,end_of_ATG
ENST00000341809,ensembl_GRCh38_latest,12,-1,52691167,start_of_STOP
ENST00000289753,ensembl_GRCh38_latest,1,1,19665756,end_of_ATG
ENST00000289753,ensembl_GRCh38_latest,1,1,19679366,start_of_STOP
ENST00000446176,ensembl_GRCh38_latest,9,-1,130042973,end_of_ATG
ENST00000446176,ensembl_GRCh38_latest,9,-1,129890541,start_of_STOP
ENST00000602212,ensembl_GRCh38_latest,19,1,47021050,end_of_ATG
ENST00000602212,ensembl_GRCh38_latest,19,1,47045649,start_of_STOP
ENST00000547754,ensembl_GRCh38_latest,12,1,100594907,end_of_ATG
ENST00000547754,ensembl_GRCh38_latest,12,1,100624888,start_of_STOP
ENST00000319357,ensembl_GRCh38_latest,7,1,43583246,end_of_ATG
ENST00000319357,ensembl_GRCh38_latest,7,1,43624840,start_of_STOP
ENST00000296721,ensembl_GRCh38_latest,5,1,149271971,end_of_ATG
ENST00000296721,ensembl_GRCh38_latest,5,1,149340028,start_of_STOP
ENST00000450892,ensembl_GRCh38_latest,15,-1,43618720,end_of_ATG
