gene_ID_or_name,ref,chr,Ensemble_transcript_strand,coordinate,type
ENSDART00000169012,ensembl_GRCz11_latest,16,1,11483860,end_of_ATG
ENSDART00000169012,ensembl_GRCz11_latest,16,1,11555259,start_of_STOP
ENSDART00000190812,ensembl_GRCz11_latest,22,1,19523448,end_of_ATG
ENSDART00000190812,ensembl_GRCz11_latest,22,1,19530083,start_of_STOP
ENSDART00000036926,ensembl_GRCz11_latest,9,1,33009286,end_of_ATG
ENSDART00000036926,ensembl_GRCz11_latest,9,1,33055350,start_of_STOP
ENSDART00000088668,ensembl_GRCz11_latest,8,1,20679761,end_of_ATG
ENSDART00000088668,ensembl_GRCz11_latest,8,1,20795629,start_of_STOP
ENSDART00000058956,ensembl_GRCz11_latest,16,1,24684124,end_of_ATG
ENSDART00000058956,ensembl_GRCz11_latest,16,1,24694896,start_of_STOP
ENSDART00000155396,ensembl_GRCz11_latest,3,-1,26978780,end_of_ATG
ENSDART00000155396,ensembl_GRCz11_latest,3,-1,26932443,start_of_STOP
ENSDART00000174048,ensembl_GRCz11_latest,4,-1,76383197,end_of_ATG
ENSDART00000174048,ensembl_GRCz11_latest,4,-1,76378380,start_of_STOP
ENSDART00000058221,ensembl_GRCz11_latest,3,1,31717655,end_of_ATG
ENSDART00000058221,ensembl_GRCz11_latest,3,1,31725842,start_of_STOP
ENSDART00000143857,ensembl_GRCz11_latest,2,-1,23538792,end_of_ATG
ENSDART00000143857,ensembl_GRCz11_latest,2,-1,23537870,start_of_STOP
ENSDART00000134408,ensembl_GRCz11_latest,21,-1,10886707,end_of_ATG
ENSDART00000134408,ensembl_GRCz11_latest,21,-1,10883753,start_of_STOP
ENSDART00000191326,ensembl_GRCz11_latest,22,1,39068567,end_of_ATG
ENSDART00000191326,ensembl_GRCz11_latest,22,1,39079349,start_of_STOP
ENSDART00000123225,ensembl_GRCz11_latest,14,1,21934571,end_of_ATG
ENSDART00000123225,ensembl_GRCz11_latest,14,1,21942284,start_of_STOP
ENSDART00000165565,ensembl_GRCz11_latest,16,1,9580985,end_of_ATG
ENSDART00000165565,ensembl_GRCz11_latest,16,1,9605662,start_of_STOP
ENSDART00000157494,ensembl_GRCz11_latest,14,1,712254,end_of_ATG
ENSDART00000157494,ensembl_GRCz11_latest,14,1,729756,start_of_STOP
ENSDART00000073432,ensembl_GRCz11_latest,25,-1,36044361,end_of_ATG
ENSDART00000073432,ensembl_GRCz11_latest,25,-1,36015264,start_of_STOP
ENSDART00000159346,ensembl_GRCz11_latest,5,-1,1047220,end_of_ATG
ENSDART00000159346,ensembl_GRCz11_latest,5,-1,998693,start_of_STOP
ENSDART00000099787,ensembl_GRCz11_latest,9,-1,48281939,end_of_ATG
ENSDART00000099787,ensembl_GRCz11_latest,9,-1,48270894,start_of_STOP
ENSDART00000128145,ensembl_GRCz11_latest,12,1,4690350,end_of_ATG
ENSDART00000128145,ensembl_GRCz11_latest,12,1,4724528,start_of_STOP
ENSDART00000150995,ensembl_GRCz11_latest,6,-1,6673641,end_of_ATG
ENSDART00000150995,ensembl_GRCz11_latest,6,-1,6669667,start_of_STOP
ENSDART00000077978,ensembl_GRCz11_latest,16,-1,22682566,end_of_ATG
ENSDART00000077978,ensembl_GRCz11_latest,16,-1,22682149,start_of_STOP
ENSDART00000010774,ensembl_GRCz11_latest,9,1,31282572,end_of_ATG
ENSDART00000010774,ensembl_GRCz11_latest,9,1,31285578,start_of_STOP
ENSDART00000131612,ensembl_GRCz11_latest,21,1,4421122,end_of_ATG
ENSDART00000131612,ensembl_GRCz11_latest,21,1,4464433,start_of_STOP
ENSDART00000091529,ensembl_GRCz11_latest,24,1,21556211,end_of_ATG
ENSDART00000091529,ensembl_GRCz11_latest,24,1,21577384,start_of_STOP
ENSDART00000009859,ensembl_GRCz11_latest,11,-1,7410286,end_of_ATG
ENSDART00000009859,ensembl_GRCz11_latest,11,-1,7383472,start_of_STOP
ENSDART00000173864,ensembl_GRCz11_latest,7,1,1450001,end_of_ATG
ENSDART00000173864,ensembl_GRCz11_latest,7,1,1455862,start_of_STOP
ENSDART00000149784,ensembl_GRCz11_latest,15,-1,22147578,end_of_ATG
ENSDART00000149784,ensembl_GRCz11_latest,15,-1,22136066,start_of_STOP
ENSDART00000163231,ensembl_GRCz11_latest,25,1,7504350,end_of_ATG
ENSDART00000163231,ensembl_GRCz11_latest,25,1,7506324,start_of_STOP
ENSDART00000133441,ensembl_GRCz11_latest,21,-1,27619699,end_of_ATG
ENSDART00000133441,ensembl_GRCz11_latest,21,-1,27575862,start_of_STOP
ENSDART00000078447,ensembl_GRCz11_latest,6,1,28753853,end_of_ATG
ENSDART00000078447,ensembl_GRCz11_latest,6,1,28789715,start_of_STOP
ENSDART00000102482,ensembl_GRCz11_latest,16,1,38941130,end_of_ATG
ENSDART00000102482,ensembl_GRCz11_latest,16,1,38943539,start_of_STOP
ENSDART00000152441,ensembl_GRCz11_latest,1,1,55478830,end_of_ATG
ENSDART00000152441,ensembl_GRCz11_latest,1,1,55514153,start_of_STOP
ENSDART00000022204,ensembl_GRCz11_latest,9,-1,31277908,end_of_ATG
ENSDART00000022204,ensembl_GRCz11_latest,9,-1,31275065,start_of_STOP
ENSDART00000151174,ensembl_GRCz11_latest,21,-1,4428307,end_of_ATG
ENSDART00000151174,ensembl_GRCz11_latest,21,-1,4425236,start_of_STOP
ENSDART00000042158,ensembl_GRCz11_latest,1,-1,45662378,end_of_ATG
ENSDART00000042158,ensembl_GRCz11_latest,1,-1,45650760,start_of_STOP
ENSDART00000149263,ensembl_GRCz11_latest,23,-1,45897898,end_of_ATG
ENSDART00000149263,ensembl_GRCz11_latest,23,-1,45887582,start_of_STOP
ENSDART00000082296,ensembl_GRCz11_latest,8,-1,912768,end_of_ATG
ENSDART00000082296,ensembl_GRCz11_latest,8,-1,902841,start_of_STOP
ENSDART00000122349,ensembl_GRCz11_latest,22,1,10713902,end_of_ATG
ENSDART00000122349,ensembl_GRCz11_latest,22,1,10733465,start_of_STOP
ENSDART00000126737,ensembl_GRCz11_latest,7,-1,38696936,end_of_ATG
ENSDART00000126737,ensembl_GRCz11_latest,7,-1,38696373,start_of_STOP
ENSDART00000171267,ensembl_GRCz11_latest,10,-1,44924179,end_of_ATG
ENSDART00000171267,ensembl_GRCz11_latest,10,-1,44917667,start_of_STOP
ENSDART00000110097,ensembl_GRCz11_latest,11,-1,1550693,end_of_ATG
ENSDART00000110097,ensembl_GRCz11_latest,11,-1,1547969,start_of_STOP
ENSDART00000052641,ensembl_GRCz11_latest,18,-1,45679,end_of_ATG
ENSDART00000052641,ensembl_GRCz11_latest,18,-1,36103,start_of_STOP
ENSDART00000133962,ensembl_GRCz11_latest,12,-1,16595162,end_of_ATG
ENSDART00000133962,ensembl_GRCz11_latest,12,-1,16592817,start_of_STOP
ENSDART00000148520,ensembl_GRCz11_latest,17,-1,8169772,end_of_ATG
ENSDART00000148520,ensembl_GRCz11_latest,17,-1,7845582,start_of_STOP
ENSDART00000151761,ensembl_GRCz11_latest,21,-1,4448896,end_of_ATG
ENSDART00000151761,ensembl_GRCz11_latest,21,-1,4445822,start_of_STOP
ENSDART00000131469,ensembl_GRCz11_latest,22,-1,35489369,end_of_ATG
ENSDART00000131469,ensembl_GRCz11_latest,22,-1,35485102,start_of_STOP
ENSDART00000170323,ensembl_GRCz11_latest,8,-1,48756199,end_of_ATG
ENSDART00000170323,ensembl_GRCz11_latest,8,-1,48755046,start_of_STOP
ENSDART00000167209,ensembl_GRCz11_latest,7,-1,38687422,end_of_ATG
ENSDART00000167209,ensembl_GRCz11_latest,7,-1,38686200,start_of_STOP
ENSDART00000151501,ensembl_GRCz11_latest,3,-1,29910384,end_of_ATG
ENSDART00000151501,ensembl_GRCz11_latest,3,-1,29903072,start_of_STOP
ENSDART00000156577,ensembl_GRCz11_latest,5,-1,46329634,end_of_ATG
ENSDART00000156577,ensembl_GRCz11_latest,5,-1,46327620,start_of_STOP
ENSDART00000158553,ensembl_GRCz11_latest,10,1,44903696,end_of_ATG
ENSDART00000158553,ensembl_GRCz11_latest,10,1,44914578,start_of_STOP
ENSDART00000151498,ensembl_GRCz11_latest,21,-1,4410088,end_of_ATG
ENSDART00000151498,ensembl_GRCz11_latest,21,-1,4407014,start_of_STOP
ENSDART00000121550,ensembl_GRCz11_latest,17,1,43946340,end_of_ATG
ENSDART00000121550,ensembl_GRCz11_latest,17,1,44001510,start_of_STOP
ENSDART00000153598,ensembl_GRCz11_latest,15,-1,31588064,end_of_ATG
ENSDART00000153598,ensembl_GRCz11_latest,15,-1,31564782,start_of_STOP
ENSDART00000101571,ensembl_GRCz11_latest,9,-1,24120578,end_of_ATG
ENSDART00000101571,ensembl_GRCz11_latest,9,-1,24116891,start_of_STOP
ENSDART00000147474,ensembl_GRCz11_latest,19,1,31771507,end_of_ATG
ENSDART00000147474,ensembl_GRCz11_latest,19,1,31789505,start_of_STOP
ENSDART00000041609,ensembl_GRCz11_latest,13,-1,9875439,end_of_ATG
ENSDART00000041609,ensembl_GRCz11_latest,13,-1,9857213,start_of_STOP
ENSDART00000074959,ensembl_GRCz11_latest,20,-1,42203236,end_of_ATG
ENSDART00000074959,ensembl_GRCz11_latest,20,-1,41998970,start_of_STOP
ENSDART00000138328,ensembl_GRCz11_latest,3,-1,15119854,end_of_ATG
ENSDART00000138328,ensembl_GRCz11_latest,3,-1,15085837,start_of_STOP
ENSDART00000136624,ensembl_GRCz11_latest,13,-1,24880523,end_of_ATG
ENSDART00000136624,ensembl_GRCz11_latest,13,-1,24871052,start_of_STOP
ENSDART00000166496,ensembl_GRCz11_latest,25,1,7492935,end_of_ATG
ENSDART00000166496,ensembl_GRCz11_latest,25,1,7501878,start_of_STOP
ENSDART00000182956,ensembl_GRCz11_latest,12,-1,26064112,end_of_ATG
ENSDART00000182956,ensembl_GRCz11_latest,12,-1,26025773,start_of_STOP
ENSDART00000134520,ensembl_GRCz11_latest,21,1,4439143,end_of_ATG
ENSDART00000134520,ensembl_GRCz11_latest,21,1,4445109,start_of_STOP
ENSDART00000077769,ensembl_GRCz11_latest,20,1,26881625,end_of_ATG
ENSDART00000077769,ensembl_GRCz11_latest,20,1,26886794,start_of_STOP
ENSDART00000166776,ensembl_GRCz11_latest,16,-1,7362422,end_of_ATG
ENSDART00000166776,ensembl_GRCz11_latest,16,-1,7315650,start_of_STOP
ENSDART00000162121,ensembl_GRCz11_latest,5,1,31037054,end_of_ATG
ENSDART00000162121,ensembl_GRCz11_latest,5,1,31107925,start_of_STOP
ENSDART00000100756,ensembl_GRCz11_latest,15,-1,24676313,end_of_ATG
ENSDART00000100756,ensembl_GRCz11_latest,15,-1,24673731,start_of_STOP
ENSDART00000141827,ensembl_GRCz11_latest,8,-1,38616710,end_of_ATG
ENSDART00000141827,ensembl_GRCz11_latest,8,-1,38593906,start_of_STOP
ENSDART00000051792,ensembl_GRCz11_latest,4,1,11311710,end_of_ATG
ENSDART00000051792,ensembl_GRCz11_latest,4,1,11366847,start_of_STOP
ENSDART00000115344,ensembl_GRCz11_latest,22,-1,12624695,end_of_ATG
ENSDART00000115344,ensembl_GRCz11_latest,22,-1,12604419,start_of_STOP
ENSDART00000059514,ensembl_GRCz11_latest,25,-1,334825,end_of_ATG
ENSDART00000059514,ensembl_GRCz11_latest,25,-1,317161,start_of_STOP
ENSDART00000020296,ensembl_GRCz11_latest,23,1,28648905,end_of_ATG
ENSDART00000020296,ensembl_GRCz11_latest,23,1,28681658,start_of_STOP
ENSDART00000167915,ensembl_GRCz11_latest,2,1,22496975,end_of_ATG
ENSDART00000167915,ensembl_GRCz11_latest,2,1,22499448,start_of_STOP
ENSDART00000132800,ensembl_GRCz11_latest,19,-1,44089507,end_of_ATG
ENSDART00000132800,ensembl_GRCz11_latest,19,-1,44068416,start_of_STOP
ENSDART00000109063,ensembl_GRCz11_latest,14,1,31788990,end_of_ATG
ENSDART00000109063,ensembl_GRCz11_latest,14,1,31797232,start_of_STOP
ENSDART00000163814,ensembl_GRCz11_latest,4,1,51551388,end_of_ATG
ENSDART00000163814,ensembl_GRCz11_latest,4,1,51597698,start_of_STOP
ENSDART00000159902,ensembl_GRCz11_latest,16,1,48461444,end_of_ATG
ENSDART00000159902,ensembl_GRCz11_latest,16,1,48572450,start_of_STOP
ENSDART00000057645,ensembl_GRCz11_latest,8,-1,14554655,end_of_ATG
ENSDART00000057645,ensembl_GRCz11_latest,8,-1,14503933,start_of_STOP
ENSDART00000152239,ensembl_GRCz11_latest,20,-1,9755535,end_of_ATG
ENSDART00000152239,ensembl_GRCz11_latest,20,-1,9752461,start_of_STOP
ENSDART00000159462,ensembl_GRCz11_latest,15,-1,1036785,end_of_ATG
ENSDART00000159462,ensembl_GRCz11_latest,15,-1,1033323,start_of_STOP
ENSDART00000155660,ensembl_GRCz11_latest,17,1,11500630,end_of_ATG
ENSDART00000155660,ensembl_GRCz11_latest,17,1,11504978,start_of_STOP
ENSDART00000063357,ensembl_GRCz11_latest,5,-1,54714653,end_of_ATG
ENSDART00000063357,ensembl_GRCz11_latest,5,-1,54711602,start_of_STOP
ENSDART00000029946,ensembl_GRCz11_latest,21,1,45366333,end_of_ATG
ENSDART00000029946,ensembl_GRCz11_latest,21,1,45373779,start_of_STOP
ENSDART00000062699,ensembl_GRCz11_latest,24,1,36414831,end_of_ATG
ENSDART00000062699,ensembl_GRCz11_latest,24,1,36442588,start_of_STOP
ENSDART00000056453,ensembl_GRCz11_latest,2,-1,127880,end_of_ATG
ENSDART00000056453,ensembl_GRCz11_latest,2,-1,124936,start_of_STOP
ENSDART00000151299,ensembl_GRCz11_latest,6,-1,39475302,end_of_ATG
ENSDART00000151299,ensembl_GRCz11_latest,6,-1,39392444,start_of_STOP
ENSDART00000172931,ensembl_GRCz11_latest,7,-1,8050480,end_of_ATG
ENSDART00000172931,ensembl_GRCz11_latest,7,-1,8040888,start_of_STOP
ENSDART00000104008,ensembl_GRCz11_latest,19,-1,26235026,end_of_ATG
ENSDART00000104008,ensembl_GRCz11_latest,19,-1,26161712,start_of_STOP
ENSDART00000123832,ensembl_GRCz11_latest,14,-1,46310202,end_of_ATG
ENSDART00000123832,ensembl_GRCz11_latest,14,-1,46305377,start_of_STOP
ENSDART00000112098,ensembl_GRCz11_latest,11,1,31190260,end_of_ATG
ENSDART00000112098,ensembl_GRCz11_latest,11,1,31199388,start_of_STOP
ENSDART00000157159,ensembl_GRCz11_latest,15,-1,2610518,end_of_ATG
ENSDART00000157159,ensembl_GRCz11_latest,15,-1,2604155,start_of_STOP
ENSDART00000173433,ensembl_GRCz11_latest,7,1,1467865,end_of_ATG
ENSDART00000173433,ensembl_GRCz11_latest,7,1,1468370,start_of_STOP
ENSDART00000173008,ensembl_GRCz11_latest,7,-1,8168533,end_of_ATG
ENSDART00000173008,ensembl_GRCz11_latest,7,-1,8103729,start_of_STOP
ENSDART00000105526,ensembl_GRCz11_latest,24,1,41273254,end_of_ATG
ENSDART00000105526,ensembl_GRCz11_latest,24,1,41303006,start_of_STOP
ENSDART00000139382,ensembl_GRCz11_latest,7,-1,38714542,end_of_ATG
ENSDART00000139382,ensembl_GRCz11_latest,7,-1,38705024,start_of_STOP
ENSDART00000002764,ensembl_GRCz11_latest,8,1,2456991,end_of_ATG
ENSDART00000002764,ensembl_GRCz11_latest,8,1,2469305,start_of_STOP
ENSDART00000101261,ensembl_GRCz11_latest,10,-1,15127731,end_of_ATG
ENSDART00000101261,ensembl_GRCz11_latest,10,-1,15121202,start_of_STOP
ENSDART00000043251,ensembl_GRCz11_latest,8,1,30921619,end_of_ATG
ENSDART00000043251,ensembl_GRCz11_latest,8,1,30928853,start_of_STOP
ENSDART00000173515,ensembl_GRCz11_latest,7,1,26326469,end_of_ATG
ENSDART00000173515,ensembl_GRCz11_latest,7,1,26365177,start_of_STOP
ENSDART00000011506,ensembl_GRCz11_latest,16,1,52999982,end_of_ATG
ENSDART00000011506,ensembl_GRCz11_latest,16,1,53054836,start_of_STOP
ENSDART00000065365,ensembl_GRCz11_latest,21,-1,31238241,end_of_ATG
ENSDART00000065365,ensembl_GRCz11_latest,21,-1,31233578,start_of_STOP
ENSDART00000030557,ensembl_GRCz11_latest,8,-1,53179560,end_of_ATG
ENSDART00000030557,ensembl_GRCz11_latest,8,-1,53171284,start_of_STOP
ENSDART00000141068,ensembl_GRCz11_latest,20,-1,30035266,end_of_ATG
ENSDART00000141068,ensembl_GRCz11_latest,20,-1,30034164,start_of_STOP
ENSDART00000151375,ensembl_GRCz11_latest,19,-1,11030982,end_of_ATG
ENSDART00000151375,ensembl_GRCz11_latest,19,-1,10989697,start_of_STOP
ENSDART00000150040,ensembl_GRCz11_latest,22,-1,6219049,end_of_ATG
ENSDART00000150040,ensembl_GRCz11_latest,22,-1,6212184,start_of_STOP
ENSDART00000159789,ensembl_GRCz11_latest,4,1,76427070,end_of_ATG
ENSDART00000159789,ensembl_GRCz11_latest,4,1,76430317,start_of_STOP
ENSDART00000126196,ensembl_GRCz11_latest,15,1,29362752,end_of_ATG
ENSDART00000126196,ensembl_GRCz11_latest,15,1,29378346,start_of_STOP
ENSDART00000002985,ensembl_GRCz11_latest,10,-1,1694805,end_of_ATG
ENSDART00000002985,ensembl_GRCz11_latest,10,-1,1687405,start_of_STOP
ENSDART00000162359,ensembl_GRCz11_latest,13,1,23162449,end_of_ATG
ENSDART00000162359,ensembl_GRCz11_latest,13,1,23222861,start_of_STOP
ENSDART00000184051,ensembl_GRCz11_latest,7,1,73802249,end_of_ATG
ENSDART00000184051,ensembl_GRCz11_latest,7,1,73812942,start_of_STOP
ENSDART00000067489,ensembl_GRCz11_latest,4,1,309915,end_of_ATG
ENSDART00000067489,ensembl_GRCz11_latest,4,1,316833,start_of_STOP
ENSDART00000172841,ensembl_GRCz11_latest,7,-1,8022739,end_of_ATG
ENSDART00000172841,ensembl_GRCz11_latest,7,-1,7990543,start_of_STOP
ENSDART00000169966,ensembl_GRCz11_latest,20,1,6773964,end_of_ATG
ENSDART00000169966,ensembl_GRCz11_latest,20,1,6802193,start_of_STOP
ENSDART00000147001,ensembl_GRCz11_latest,20,1,18580208,end_of_ATG
ENSDART00000147001,ensembl_GRCz11_latest,20,1,18594811,start_of_STOP
ENSDART00000165025,ensembl_GRCz11_latest,23,1,45910035,end_of_ATG
ENSDART00000165025,ensembl_GRCz11_latest,23,1,45936355,start_of_STOP
ENSDART00000174020,ensembl_GRCz11_latest,4,1,76404645,end_of_ATG
ENSDART00000174020,ensembl_GRCz11_latest,4,1,76409765,start_of_STOP
ENSDART00000185043,ensembl_GRCz11_latest,16,-1,31753337,end_of_ATG
ENSDART00000185043,ensembl_GRCz11_latest,16,-1,31720341,start_of_STOP
ENSDART00000156726,ensembl_GRCz11_latest,17,1,15713178,end_of_ATG
ENSDART00000156726,ensembl_GRCz11_latest,17,1,15737074,start_of_STOP
ENSDART00000189302,ensembl_GRCz11_latest,14,1,14847934,end_of_ATG
ENSDART00000189302,ensembl_GRCz11_latest,14,1,14864790,start_of_STOP
ENSDART00000012039,ensembl_GRCz11_latest,15,1,9053438,end_of_ATG
ENSDART00000012039,ensembl_GRCz11_latest,15,1,9067453,start_of_STOP
ENSDART00000092773,ensembl_GRCz11_latest,8,-1,943987,end_of_ATG
ENSDART00000092773,ensembl_GRCz11_latest,8,-1,927192,start_of_STOP
ENSDART00000128869,ensembl_GRCz11_latest,14,-1,34633868,end_of_ATG
ENSDART00000128869,ensembl_GRCz11_latest,14,-1,34563064,start_of_STOP
ENSDART00000091876,ensembl_GRCz11_latest,4,-1,9008849,end_of_ATG
ENSDART00000091876,ensembl_GRCz11_latest,4,-1,8907731,start_of_STOP
ENSDART00000014840,ensembl_GRCz11_latest,23,-1,36316065,end_of_ATG
ENSDART00000014840,ensembl_GRCz11_latest,23,-1,36311615,start_of_STOP
ENSDART00000174278,ensembl_GRCz11_latest,4,1,76432245,end_of_ATG
ENSDART00000174278,ensembl_GRCz11_latest,4,1,76437955,start_of_STOP
ENSDART00000156031,ensembl_GRCz11_latest,17,-1,41798688,end_of_ATG
ENSDART00000156031,ensembl_GRCz11_latest,17,-1,41477336,start_of_STOP
ENSDART00000089386,ensembl_GRCz11_latest,16,-1,17162483,end_of_ATG
ENSDART00000089386,ensembl_GRCz11_latest,16,-1,17122154,start_of_STOP
ENSDART00000133701,ensembl_GRCz11_latest,23,-1,4854509,end_of_ATG
ENSDART00000133701,ensembl_GRCz11_latest,23,-1,4834576,start_of_STOP
ENSDART00000163203,ensembl_GRCz11_latest,7,-1,7984013,end_of_ATG
ENSDART00000163203,ensembl_GRCz11_latest,7,-1,7908728,start_of_STOP
ENSDART00000139114,ensembl_GRCz11_latest,18,1,19101681,end_of_ATG
ENSDART00000139114,ensembl_GRCz11_latest,18,1,19103678,start_of_STOP
ENSDART00000176451,ensembl_GRCz11_latest,1,-1,35695599,end_of_ATG
ENSDART00000176451,ensembl_GRCz11_latest,1,-1,35678651,start_of_STOP
ENSDART00000114723,ensembl_GRCz11_latest,3,-1,23406962,end_of_ATG
ENSDART00000114723,ensembl_GRCz11_latest,3,-1,23334969,start_of_STOP
ENSDART00000174351,ensembl_GRCz11_latest,4,1,76416807,end_of_ATG
ENSDART00000174351,ensembl_GRCz11_latest,4,1,76422244,start_of_STOP
ENSDART00000134805,ensembl_GRCz11_latest,9,-1,22339416,end_of_ATG
ENSDART00000134805,ensembl_GRCz11_latest,9,-1,22338703,start_of_STOP
ENSDART00000170952,ensembl_GRCz11_latest,19,-1,6774854,end_of_ATG
ENSDART00000170952,ensembl_GRCz11_latest,19,-1,6606634,start_of_STOP
ENSDART00000113656,ensembl_GRCz11_latest,9,-1,34507632,end_of_ATG
ENSDART00000113656,ensembl_GRCz11_latest,9,-1,34485050,start_of_STOP
ENSDART00000007531,ensembl_GRCz11_latest,1,1,23784907,end_of_ATG
ENSDART00000007531,ensembl_GRCz11_latest,1,1,23908703,start_of_STOP
ENSDART00000158677,ensembl_GRCz11_latest,19,-1,34116944,end_of_ATG
ENSDART00000158677,ensembl_GRCz11_latest,19,-1,34093020,start_of_STOP
ENSDART00000168181,ensembl_GRCz11_latest,24,1,36487774,end_of_ATG
ENSDART00000168181,ensembl_GRCz11_latest,24,1,36524218,start_of_STOP
ENSDART00000114876,ensembl_GRCz11_latest,1,-1,9276387,end_of_ATG
ENSDART00000114876,ensembl_GRCz11_latest,1,-1,9270062,start_of_STOP
ENSDART00000183417,ensembl_GRCz11_latest,22,-1,16403440,end_of_ATG
ENSDART00000183417,ensembl_GRCz11_latest,22,-1,16383226,start_of_STOP
ENSDART00000078186,ensembl_GRCz11_latest,14,-1,30805089,end_of_ATG
ENSDART00000078186,ensembl_GRCz11_latest,14,-1,30803922,start_of_STOP
ENSDART00000073717,ensembl_GRCz11_latest,1,1,44767819,end_of_ATG
ENSDART00000073717,ensembl_GRCz11_latest,1,1,44769952,start_of_STOP
ENSDART00000156444,ensembl_GRCz11_latest,25,1,8955821,end_of_ATG
ENSDART00000156444,ensembl_GRCz11_latest,25,1,8963363,start_of_STOP
ENSDART00000171971,ensembl_GRCz11_latest,23,1,4778241,end_of_ATG
ENSDART00000171971,ensembl_GRCz11_latest,23,1,4849943,start_of_STOP
ENSDART00000142259,ensembl_GRCz11_latest,7,1,57725963,end_of_ATG
ENSDART00000142259,ensembl_GRCz11_latest,7,1,57876699,start_of_STOP
ENSDART00000160499,ensembl_GRCz11_latest,7,1,69188035,end_of_ATG
ENSDART00000160499,ensembl_GRCz11_latest,7,1,69194691,start_of_STOP
ENSDART00000142975,ensembl_GRCz11_latest,19,1,10979985,end_of_ATG
ENSDART00000142975,ensembl_GRCz11_latest,19,1,10986341,start_of_STOP
ENSDART00000064586,ensembl_GRCz11_latest,25,-1,17378692,end_of_ATG
ENSDART00000064586,ensembl_GRCz11_latest,25,-1,17372357,start_of_STOP
ENSDART00000076265,ensembl_GRCz11_latest,17,1,28103688,end_of_ATG
ENSDART00000076265,ensembl_GRCz11_latest,17,1,28108660,start_of_STOP
ENSDART00000092690,ensembl_GRCz11_latest,3,1,1107252,end_of_ATG
ENSDART00000092690,ensembl_GRCz11_latest,3,1,1129943,start_of_STOP
ENSDART00000155580,ensembl_GRCz11_latest,17,1,31222168,end_of_ATG
ENSDART00000155580,ensembl_GRCz11_latest,17,1,31228474,start_of_STOP
ENSDART00000081326,ensembl_GRCz11_latest,9,1,4681400,end_of_ATG
ENSDART00000081326,ensembl_GRCz11_latest,9,1,4721465,start_of_STOP
ENSDART00000092299,ensembl_GRCz11_latest,16,1,2820392,end_of_ATG
ENSDART00000092299,ensembl_GRCz11_latest,16,1,2833396,start_of_STOP
ENSDART00000135985,ensembl_GRCz11_latest,10,-1,24416291,end_of_ATG
ENSDART00000135985,ensembl_GRCz11_latest,10,-1,24394300,start_of_STOP
ENSDART00000137774,ensembl_GRCz11_latest,5,1,9218432,end_of_ATG
ENSDART00000137774,ensembl_GRCz11_latest,5,1,9221422,start_of_STOP
ENSDART00000152220,ensembl_GRCz11_latest,1,-1,57280559,end_of_ATG
ENSDART00000152220,ensembl_GRCz11_latest,1,-1,57278614,start_of_STOP
ENSDART00000042672,ensembl_GRCz11_latest,14,-1,4321676,end_of_ATG
ENSDART00000042672,ensembl_GRCz11_latest,14,-1,4296423,start_of_STOP
ENSDART00000161771,ensembl_GRCz11_latest,11,1,37178291,end_of_ATG
ENSDART00000161771,ensembl_GRCz11_latest,11,1,37199977,start_of_STOP
ENSDART00000087477,ensembl_GRCz11_latest,10,-1,35248493,end_of_ATG
ENSDART00000087477,ensembl_GRCz11_latest,10,-1,35238730,start_of_STOP
ENSDART00000046951,ensembl_GRCz11_latest,23,1,23918506,end_of_ATG
ENSDART00000046951,ensembl_GRCz11_latest,23,1,23990905,start_of_STOP
ENSDART00000188728,ensembl_GRCz11_latest,10,-1,16062563,end_of_ATG
ENSDART00000188728,ensembl_GRCz11_latest,10,-1,16062146,start_of_STOP
ENSDART00000030103,ensembl_GRCz11_latest,11,-1,11471444,end_of_ATG
ENSDART00000030103,ensembl_GRCz11_latest,11,-1,11468752,start_of_STOP
ENSDART00000067160,ensembl_GRCz11_latest,4,-1,13580269,end_of_ATG
ENSDART00000067160,ensembl_GRCz11_latest,4,-1,13578356,start_of_STOP
ENSDART00000127955,ensembl_GRCz11_latest,18,1,39416702,end_of_ATG
ENSDART00000127955,ensembl_GRCz11_latest,18,1,39430397,start_of_STOP
ENSDART00000161652,ensembl_GRCz11_latest,3,1,36515473,end_of_ATG
ENSDART00000161652,ensembl_GRCz11_latest,3,1,36583104,start_of_STOP
ENSDART00000134407,ensembl_GRCz11_latest,19,-1,3261017,end_of_ATG
ENSDART00000134407,ensembl_GRCz11_latest,19,-1,3257871,start_of_STOP
ENSDART00000154216,ensembl_GRCz11_latest,6,-1,16735400,end_of_ATG
ENSDART00000154216,ensembl_GRCz11_latest,6,-1,16734088,start_of_STOP
ENSDART00000081840,ensembl_GRCz11_latest,15,-1,2632856,end_of_ATG
ENSDART00000081840,ensembl_GRCz11_latest,15,-1,2632228,start_of_STOP
ENSDART00000147056,ensembl_GRCz11_latest,19,1,4990815,end_of_ATG
ENSDART00000147056,ensembl_GRCz11_latest,19,1,4998270,start_of_STOP
ENSDART00000121429,ensembl_GRCz11_latest,14,-1,38783095,end_of_ATG
ENSDART00000121429,ensembl_GRCz11_latest,14,-1,38763835,start_of_STOP
ENSDART00000025724,ensembl_GRCz11_latest,3,1,25121491,end_of_ATG
ENSDART00000025724,ensembl_GRCz11_latest,3,1,25132301,start_of_STOP
ENSDART00000167828,ensembl_GRCz11_latest,11,1,45223986,end_of_ATG
ENSDART00000167828,ensembl_GRCz11_latest,11,1,45231197,start_of_STOP
