Gene stable ID,Gene stable ID version,Ensembl_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSMUSG00000040669,ENSMUSG00000040669.15,ENSMUST00000160696,ENSMUST00000160696.8,1,protein_coding
ENSMUSG00000021895,ENSMUSG00000021895.11,ENSMUST00000225949,ENSMUST00000225949.2,1,protein_coding
ENSMUSG00000110573,ENSMUSG00000110573.2,ENSMUST00000212197,ENSMUST00000212197.2,1,protein_coding
ENSMUSG00000078945,ENSMUSG00000078945.11,ENSMUST00000117913,ENSMUST00000117913.8,1,protein_coding
ENSMUSG00000115067,ENSMUSG00000115067.2,ENSMUST00000081998,ENSMUST00000081998.13,1,protein_coding
ENSMUSG00000040097,ENSMUSG00000040097.17,ENSMUST00000045517,ENSMUST00000045517.10,1,protein_coding
ENSMUSG00000042353,ENSMUSG00000042353.10,ENSMUST00000039695,ENSMUST00000039695.7,1,protein_coding
ENSMUSG00000021929,ENSMUSG00000021929.10,ENSMUST00000022496,ENSMUST00000022496.9,1,protein_coding
ENSMUSG00000031996,ENSMUSG00000031996.18,ENSMUST00000072634,ENSMUST00000072634.15,1,protein_coding
ENSMUSG00000022652,ENSMUSG00000022652.8,ENSMUST00000023330,ENSMUST00000023330.8,1,protein_coding
ENSMUSG00000031385,ENSMUSG00000031385.15,ENSMUST00000002079,ENSMUST00000002079.7,1,protein_coding
ENSMUSG00000025911,ENSMUSG00000025911.15,ENSMUST00000144177,ENSMUST00000144177.8,1,protein_coding
ENSMUSG00000040455,ENSMUSG00000040455.18,ENSMUST00000065111,ENSMUST00000065111.15,1,protein_coding
ENSMUSG00000040490,ENSMUSG00000040490.5,ENSMUST00000046254,ENSMUST00000046254.3,1,protein_coding
ENSMUSG00000072663,ENSMUSG00000072663.13,ENSMUST00000208854,ENSMUST00000208854.2,1,protein_coding
ENSMUSG00000023911,ENSMUSG00000023911.13,ENSMUST00000024704,ENSMUST00000024704.10,1,protein_coding
ENSMUSG00000117694,ENSMUSG00000117694.2,ENSMUST00000237592,ENSMUST00000237592.2,1,protein_coding
ENSMUSG00000049109,ENSMUSG00000049109.16,ENSMUST00000056097,ENSMUST00000056097.11,1,protein_coding
ENSMUSG00000023333,ENSMUSG00000023333.9,ENSMUST00000024104,ENSMUST00000024104.9,1,protein_coding
ENSMUSG00000071203,ENSMUSG00000071203.7,ENSMUST00000049789,ENSMUST00000049789.3,1,protein_coding
ENSMUSG00000031901,ENSMUSG00000031901.13,ENSMUST00000034375,ENSMUST00000034375.11,1,protein_coding
ENSMUSG00000115768,ENSMUSG00000115768.2,ENSMUST00000227778,ENSMUST00000227778.2,1,protein_coding
ENSMUSG00000067879,ENSMUSG00000067879.4,ENSMUST00000088666,ENSMUST00000088666.4,1,protein_coding
ENSMUSG00000002007,ENSMUSG00000002007.6,ENSMUST00000002081,ENSMUST00000002081.6,1,protein_coding
ENSMUSG00000045538,ENSMUSG00000045538.7,ENSMUST00000058579,ENSMUST00000058579.7,1,protein_coding
ENSMUSG00000029863,ENSMUSG00000029863.14,ENSMUST00000031895,ENSMUST00000031895.13,1,protein_coding
ENSMUSG00000022432,ENSMUSG00000022432.8,ENSMUST00000023068,ENSMUST00000023068.8,1,protein_coding
ENSMUSG00000022431,ENSMUSG00000022431.4,ENSMUST00000023067,ENSMUST00000023067.4,1,protein_coding
ENSMUSG00000002010,ENSMUSG00000002010.18,ENSMUST00000052761,ENSMUST00000052761.9,1,protein_coding
ENSMUSG00000039218,ENSMUSG00000039218.18,ENSMUST00000190686,ENSMUST00000190686.7,1,protein_coding
ENSMUSG00000039542,ENSMUSG00000039542.17,ENSMUST00000194252,ENSMUST00000194252.6,1,protein_coding
ENSMUSG00000031715,ENSMUSG00000031715.15,ENSMUST00000043359,ENSMUST00000043359.9,1,protein_coding
ENSMUSG00000055839,ENSMUSG00000055839.7,ENSMUST00000069579,ENSMUST00000069579.7,1,protein_coding
ENSMUSG00000034853,ENSMUSG00000034853.17,ENSMUST00000065253,ENSMUST00000065253.13,1,protein_coding
ENSMUSG00000040649,ENSMUSG00000040649.16,ENSMUST00000068242,ENSMUST00000068242.9,1,protein_coding
ENSMUSG00000021288,ENSMUSG00000021288.20,ENSMUST00000239017,ENSMUST00000239017.2,1,protein_coding
ENSMUSG00000048758,ENSMUSG00000048758.15,ENSMUST00000150576,ENSMUST00000150576.8,1,protein_coding
ENSMUSG00000002014,ENSMUSG00000002014.13,ENSMUST00000166518,ENSMUST00000166518.8,1,protein_coding
ENSMUSG00000031714,ENSMUSG00000031714.10,ENSMUST00000210676,ENSMUST00000210676.2,1,protein_coding
ENSMUSG00000020042,ENSMUSG00000020042.16,ENSMUST00000105307,ENSMUST00000105307.8,1,protein_coding
ENSMUSG00000058443,ENSMUSG00000058443.6,ENSMUST00000076364,ENSMUST00000076364.6,1,protein_coding
ENSMUSG00000109156,ENSMUSG00000109156.2,ENSMUST00000207962,ENSMUST00000207962.2,1,protein_coding
ENSMUSG00000035451,ENSMUSG00000035451.8,ENSMUST00000044380,ENSMUST00000044380.8,1,protein_coding
ENSMUSG00000041720,ENSMUSG00000041720.15,ENSMUST00000232232,ENSMUST00000232232.2,1,protein_coding
ENSMUSG00000034555,ENSMUSG00000034555.15,ENSMUST00000130247,ENSMUST00000130247.9,1,protein_coding
ENSMUSG00000032068,ENSMUSG00000032068.15,ENSMUST00000114474,ENSMUST00000114474.8,1,protein_coding
ENSMUSG00000046782,ENSMUSG00000046782.15,ENSMUST00000172939,ENSMUST00000172939.8,1,protein_coding
ENSMUSG00000029009,ENSMUSG00000029009.18,ENSMUST00000069604,ENSMUST00000069604.15,1,protein_coding
ENSMUSG00000057335,ENSMUSG00000057335.12,ENSMUST00000194727,ENSMUST00000194727.6,1,protein_coding
ENSMUSG00000002006,ENSMUSG00000002006.13,ENSMUST00000002080,ENSMUST00000002080.12,1,protein_coding
ENSMUSG00000022119,ENSMUSG00000022119.16,ENSMUST00000163545,ENSMUST00000163545.8,1,protein_coding
ENSMUSG00000029007,ENSMUSG00000029007.9,ENSMUST00000030865,ENSMUST00000030865.9,1,protein_coding
ENSMUSG00000021338,ENSMUSG00000021338.18,ENSMUST00000072889,ENSMUST00000072889.12,1,protein_coding
ENSMUSG00000064120,ENSMUSG00000064120.15,ENSMUST00000173033,ENSMUST00000173033.8,1,protein_coding
ENSMUSG00000079460,ENSMUSG00000079460.12,ENSMUST00000152343,ENSMUST00000152343.8,1,protein_coding
ENSMUSG00000020078,ENSMUSG00000020078.17,ENSMUST00000092473,ENSMUST00000092473.5,1,protein_coding
ENSMUSG00000050010,ENSMUSG00000050010.9,ENSMUST00000087241,ENSMUST00000087241.7,1,protein_coding
ENSMUSG00000030775,ENSMUSG00000030775.12,ENSMUST00000239408,ENSMUST00000239408.2,1,protein_coding
ENSMUSG00000029005,ENSMUSG00000029005.5,ENSMUST00000030862,ENSMUST00000030862.5,1,protein_coding
ENSMUSG00000022650,ENSMUSG00000022650.8,ENSMUST00000023328,ENSMUST00000023328.8,1,protein_coding
ENSMUSG00000035187,ENSMUSG00000035187.11,ENSMUST00000044125,ENSMUST00000044125.11,1,protein_coding
ENSMUSG00000042496,ENSMUSG00000042496.19,ENSMUST00000215847,ENSMUST00000215847.2,1,protein_coding
ENSMUSG00000049620,ENSMUSG00000049620.10,ENSMUST00000059906,ENSMUST00000059906.8,1,protein_coding
ENSMUSG00000022766,ENSMUSG00000022766.15,ENSMUST00000023450,ENSMUST00000023450.15,1,protein_coding
ENSMUSG00000021930,ENSMUSG00000021930.15,ENSMUST00000022497,ENSMUST00000022497.15,1,protein_coding
ENSMUSG00000021254,ENSMUSG00000021254.10,ENSMUST00000221368,ENSMUST00000221368.2,1,protein_coding
ENSMUSG00000028034,ENSMUSG00000028034.16,ENSMUST00000200524,ENSMUST00000200524.5,1,protein_coding
ENSMUSG00000056917,ENSMUSG00000056917.14,ENSMUST00000071857,ENSMUST00000071857.13,1,protein_coding
ENSMUSG00000020077,ENSMUSG00000020077.15,ENSMUST00000160987,ENSMUST00000160987.8,1,protein_coding
ENSMUSG00000061100,ENSMUSG00000061100.6,ENSMUST00000023329,ENSMUST00000023329.7,1,protein_coding
ENSMUSG00000035431,ENSMUSG00000035431.5,ENSMUST00000044299,ENSMUST00000044299.3,1,protein_coding
ENSMUSG00000045930,ENSMUSG00000045930.4,ENSMUST00000062254,ENSMUST00000062254.4,1,protein_coding
ENSMUSG00000035235,ENSMUSG00000035235.14,ENSMUST00000165015,ENSMUST00000165015.9,1,protein_coding
ENSMUSG00000022765,ENSMUSG00000022765.11,ENSMUST00000023449,ENSMUST00000023449.11,1,protein_coding
ENSMUSG00000037236,ENSMUSG00000037236.17,ENSMUST00000166793,ENSMUST00000166793.10,1,protein_coding
ENSMUSG00000029330,ENSMUSG00000029330.9,ENSMUST00000031273,ENSMUST00000031273.9,1,protein_coding
ENSMUSG00000031902,ENSMUSG00000031902.11,ENSMUST00000109308,ENSMUST00000109308.3,1,protein_coding
ENSMUSG00000024114,ENSMUSG00000024114.16,ENSMUST00000024926,ENSMUST00000024926.14,1,protein_coding
ENSMUSG00000022651,ENSMUSG00000022651.7,ENSMUST00000065666,ENSMUST00000065666.6,1,protein_coding
ENSMUSG00000006134,ENSMUSG00000006134.5,ENSMUST00000006293,ENSMUST00000006293.5,1,protein_coding
ENSMUSG00000021287,ENSMUSG00000021287.13,ENSMUST00000021715,ENSMUST00000021715.6,1,protein_coding
ENSMUSG00000021374,ENSMUSG00000021374.11,ENSMUST00000021803,ENSMUST00000021803.10,1,protein_coding
ENSMUSG00000048992,ENSMUSG00000048992.10,ENSMUST00000061725,ENSMUST00000061725.8,1,protein_coding
ENSMUSG00000030116,ENSMUSG00000030116.15,ENSMUST00000148517,ENSMUST00000148517.8,1,protein_coding
ENSMUSG00000038250,ENSMUSG00000038250.10,ENSMUST00000042724,ENSMUST00000042724.8,1,protein_coding
ENSMUSG00000024116,ENSMUSG00000024116.7,ENSMUST00000024928,ENSMUST00000024928.4,1,protein_coding
ENSMUSG00000038582,ENSMUSG00000038582.16,ENSMUST00000053426,ENSMUST00000053426.15,1,protein_coding
ENSMUSG00000040651,ENSMUSG00000040651.10,ENSMUST00000022450,ENSMUST00000022450.6,1,protein_coding
ENSMUSG00000001366,ENSMUSG00000001366.15,ENSMUST00000001402,ENSMUST00000001402.14,1,protein_coding
ENSMUSG00000024935,ENSMUSG00000024935.12,ENSMUST00000025875,ENSMUST00000025875.5,1,protein_coding
ENSMUSG00000028797,ENSMUSG00000028797.21,ENSMUST00000102591,ENSMUST00000102591.10,1,protein_coding
ENSMUSG00000078942,ENSMUSG00000078942.11,ENSMUST00000118574,ENSMUST00000118574.8,1,protein_coding
ENSMUSG00000084128,ENSMUSG00000084128.11,ENSMUST00000115979,ENSMUST00000115979.9,1,protein_coding
ENSMUSG00000040274,ENSMUSG00000040274.12,ENSMUST00000165117,ENSMUST00000165117.8,1,protein_coding
ENSMUSG00000032067,ENSMUSG00000032067.7,ENSMUST00000034570,ENSMUST00000034570.7,1,protein_coding
ENSMUSG00000053253,ENSMUSG00000053253.17,ENSMUST00000181969,ENSMUST00000181969.8,1,protein_coding
ENSMUSG00000025912,ENSMUSG00000025912.17,ENSMUST00000088658,ENSMUST00000088658.11,1,protein_coding
ENSMUSG00000034109,ENSMUSG00000034109.16,ENSMUST00000117242,ENSMUST00000117242.8,1,protein_coding
ENSMUSG00000037058,ENSMUSG00000037058.17,ENSMUST00000235476,ENSMUST00000235476.2,1,protein_coding
ENSMUSG00000045210,ENSMUSG00000045210.9,ENSMUST00000057438,ENSMUST00000057438.7,1,protein_coding
ENSMUSG00000078552,ENSMUSG00000078552.11,ENSMUST00000106037,ENSMUST00000106037.3,1,protein_coding
ENSMUSG00000031903,ENSMUSG00000031903.8,ENSMUST00000034377,ENSMUST00000034377.8,1,protein_coding
ENSMUSG00000040260,ENSMUSG00000040260.9,ENSMUST00000057610,ENSMUST00000057610.8,1,protein_coding
ENSMUSG00000040795,ENSMUSG00000040795.13,ENSMUST00000046675,ENSMUST00000046675.12,1,protein_coding
ENSMUSG00000054309,ENSMUSG00000054309.10,ENSMUST00000067284,ENSMUST00000067284.10,1,protein_coding
ENSMUSG00000032066,ENSMUSG00000032066.10,ENSMUST00000119103,ENSMUST00000119103.2,1,protein_coding
ENSMUSG00000024354,ENSMUSG00000024354.14,ENSMUST00000025212,ENSMUST00000025212.8,1,protein_coding
ENSMUSG00000038569,ENSMUSG00000038569.14,ENSMUST00000049009,ENSMUST00000049009.7,1,protein_coding
ENSMUSG00000096445,ENSMUSG00000096445.2,ENSMUST00000068580,ENSMUST00000068580.4,1,protein_coding
ENSMUSG00000044667,ENSMUSG00000044667.13,ENSMUST00000061071,ENSMUST00000061071.13,1,protein_coding
ENSMUSG00000052798,ENSMUSG00000052798.14,ENSMUST00000064848,ENSMUST00000064848.7,1,protein_coding
ENSMUSG00000039217,ENSMUSG00000039217.14,ENSMUST00000214117,ENSMUST00000214117.2,1,protein_coding
ENSMUSG00000054843,ENSMUSG00000054843.10,ENSMUST00000077282,ENSMUST00000077282.7,1,protein_coding
ENSMUSG00000024353,ENSMUSG00000024353.6,ENSMUST00000025211,ENSMUST00000025211.6,1,protein_coding
ENSMUSG00000031904,ENSMUSG00000031904.6,ENSMUST00000034378,ENSMUST00000034378.5,1,protein_coding
ENSMUSG00000117874,ENSMUSG00000117874.2,ENSMUST00000235292,ENSMUST00000235292.2,1,protein_coding
ENSMUSG00000032065,ENSMUSG00000032065.7,ENSMUST00000217236,ENSMUST00000217236.2,1,protein_coding
ENSMUSG00000073600,ENSMUSG00000073600.6,ENSMUST00000190196,ENSMUST00000190196.5,1,protein_coding
ENSMUSG00000027676,ENSMUSG00000027676.12,ENSMUST00000029222,ENSMUST00000029222.8,1,protein_coding
ENSMUSG00000023999,ENSMUSG00000023999.15,ENSMUST00000162854,ENSMUST00000162854.2,1,protein_coding
ENSMUSG00000046753,ENSMUSG00000046753.11,ENSMUST00000223689,ENSMUST00000223689.2,1,protein_coding
ENSMUSG00000020986,ENSMUSG00000020986.14,ENSMUST00000021375,ENSMUST00000021375.12,1,protein_coding
ENSMUSG00000058503,ENSMUSG00000058503.12,ENSMUST00000115527,ENSMUST00000115527.8,1,protein_coding
ENSMUSG00000033106,ENSMUSG00000033106.7,ENSMUST00000035925,ENSMUST00000035925.7,1,protein_coding
ENSMUSG00000022114,ENSMUSG00000022114.6,ENSMUST00000022709,ENSMUST00000022709.6,1,protein_coding
ENSMUSG00000022113,ENSMUSG00000022113.7,ENSMUST00000022708,ENSMUST00000022708.7,1,protein_coding
ENSMUSG00000021608,ENSMUSG00000021608.16,ENSMUST00000022099,ENSMUST00000022099.15,1,protein_coding
ENSMUSG00000024352,ENSMUSG00000024352.13,ENSMUST00000025209,ENSMUST00000025209.12,1,protein_coding
ENSMUSG00000029003,ENSMUSG00000029003.12,ENSMUST00000030860,ENSMUST00000030860.9,1,protein_coding
ENSMUSG00000062054,ENSMUSG00000062054.8,ENSMUST00000076813,ENSMUST00000076813.8,1,protein_coding
ENSMUSG00000030243,ENSMUSG00000030243.17,ENSMUST00000111803,ENSMUST00000111803.9,1,protein_coding
ENSMUSG00000096278,ENSMUSG00000096278.9,ENSMUST00000234110,ENSMUST00000234110.2,1,protein_coding
ENSMUSG00000031095,ENSMUSG00000031095.16,ENSMUST00000115118,ENSMUST00000115118.8,1,protein_coding
ENSMUSG00000046168,ENSMUSG00000046168.10,ENSMUST00000051184,ENSMUST00000051184.10,1,protein_coding
ENSMUSG00000001785,ENSMUSG00000001785.14,ENSMUST00000001836,ENSMUST00000001836.11,1,protein_coding
ENSMUSG00000075478,ENSMUSG00000075478.4,ENSMUST00000100322,ENSMUST00000100322.4,1,protein_coding
ENSMUSG00000057417,ENSMUSG00000057417.8,ENSMUST00000234395,ENSMUST00000234395.2,1,protein_coding
ENSMUSG00000060121,ENSMUSG00000060121.16,ENSMUST00000021379,ENSMUST00000021379.8,1,protein_coding
ENSMUSG00000024350,ENSMUSG00000024350.7,ENSMUST00000025208,ENSMUST00000025208.7,1,protein_coding
ENSMUSG00000040627,ENSMUSG00000040627.15,ENSMUST00000043301,ENSMUST00000043301.14,1,protein_coding
ENSMUSG00000060098,ENSMUSG00000060098.12,ENSMUST00000071592,ENSMUST00000071592.12,1,protein_coding
ENSMUSG00000028795,ENSMUSG00000028795.16,ENSMUST00000106035,ENSMUST00000106035.8,1,protein_coding
ENSMUSG00000009828,ENSMUSG00000009828.16,ENSMUST00000044551,ENSMUST00000044551.8,1,protein_coding
ENSMUSG00000048281,ENSMUSG00000048281.10,ENSMUST00000063169,ENSMUST00000063169.10,1,protein_coding
ENSMUSG00000073598,ENSMUSG00000073598.4,ENSMUST00000097617,ENSMUST00000097617.3,1,protein_coding
ENSMUSG00000045871,ENSMUSG00000045871.6,ENSMUST00000078386,ENSMUST00000078386.4,1,protein_coding
ENSMUSG00000025525,ENSMUSG00000025525.13,ENSMUST00000026599,ENSMUST00000026599.10,1,protein_coding
ENSMUSG00000030245,ENSMUSG00000030245.11,ENSMUST00000032372,ENSMUST00000032372.7,1,protein_coding
ENSMUSG00000034098,ENSMUSG00000034098.15,ENSMUST00000038364,ENSMUST00000038364.15,1,protein_coding
ENSMUSG00000000171,ENSMUSG00000000171.6,ENSMUST00000000175,ENSMUST00000000175.6,1,protein_coding
ENSMUSG00000023452,ENSMUSG00000023452.20,ENSMUST00000061895,ENSMUST00000061895.16,1,protein_coding
ENSMUSG00000039016,ENSMUSG00000039016.6,ENSMUST00000044051,ENSMUST00000044051.6,1,protein_coding
ENSMUSG00000031906,ENSMUSG00000031906.10,ENSMUST00000067512,ENSMUST00000067512.8,1,protein_coding
ENSMUSG00000000355,ENSMUSG00000000355.14,ENSMUST00000000365,ENSMUST00000000365.3,1,protein_coding
ENSMUSG00000039316,ENSMUSG00000039316.15,ENSMUST00000044503,ENSMUST00000044503.14,1,protein_coding
ENSMUSG00000052681,ENSMUSG00000052681.9,ENSMUST00000064667,ENSMUST00000064667.9,1,protein_coding
ENSMUSG00000064202,ENSMUSG00000064202.16,ENSMUST00000162110,ENSMUST00000162110.8,1,protein_coding
ENSMUSG00000021932,ENSMUSG00000021932.14,ENSMUST00000022499,ENSMUST00000022499.13,1,protein_coding
ENSMUSG00000021609,ENSMUSG00000021609.7,ENSMUST00000022100,ENSMUST00000022100.7,1,protein_coding
ENSMUSG00000071112,ENSMUSG00000071112.13,ENSMUST00000126521,ENSMUST00000126521.9,1,protein_coding
ENSMUSG00000033214,ENSMUSG00000033214.11,ENSMUST00000042767,ENSMUST00000042767.9,1,protein_coding
ENSMUSG00000025527,ENSMUSG00000025527.10,ENSMUST00000026601,ENSMUST00000026601.3,1,protein_coding
ENSMUSG00000053841,ENSMUSG00000053841.16,ENSMUST00000084264,ENSMUST00000084264.12,1,protein_coding
ENSMUSG00000038916,ENSMUSG00000038916.8,ENSMUST00000092629,ENSMUST00000092629.4,1,protein_coding
ENSMUSG00000048970,ENSMUSG00000048970.10,ENSMUST00000058265,ENSMUST00000058265.8,1,protein_coding
ENSMUSG00000058126,ENSMUSG00000058126.8,ENSMUST00000072359,ENSMUST00000072359.8,1,protein_coding
ENSMUSG00000110723,ENSMUSG00000110723.2,ENSMUST00000217011,ENSMUST00000217011.2,1,protein_coding
ENSMUSG00000051361,ENSMUSG00000051361.8,ENSMUST00000050744,ENSMUST00000050744.6,1,protein_coding
ENSMUSG00000073599,ENSMUSG00000073599.11,ENSMUST00000133064,ENSMUST00000133064.8,1,protein_coding
ENSMUSG00000021255,ENSMUSG00000021255.18,ENSMUST00000110204,ENSMUST00000110204.9,1,protein_coding
ENSMUSG00000033342,ENSMUSG00000033342.16,ENSMUST00000238937,ENSMUST00000238937.2,1,protein_coding
ENSMUSG00000079619,ENSMUSG00000079619.3,ENSMUST00000115114,ENSMUST00000115114.3,1,protein_coding
ENSMUSG00000024128,ENSMUSG00000024128.14,ENSMUST00000183252,ENSMUST00000183252.8,1,protein_coding
ENSMUSG00000021640,ENSMUSG00000021640.7,ENSMUST00000022142,ENSMUST00000022142.7,1,protein_coding
ENSMUSG00000030244,ENSMUSG00000030244.8,ENSMUST00000032371,ENSMUST00000032371.8,1,protein_coding
ENSMUSG00000008307,ENSMUSG00000008307.12,ENSMUST00000008451,ENSMUST00000008451.12,1,protein_coding
ENSMUSG00000093574,ENSMUSG00000093574.2,ENSMUST00000144673,ENSMUST00000144673.3,1,protein_coding
ENSMUSG00000025528,ENSMUSG00000025528.11,ENSMUST00000113412,ENSMUST00000113412.3,1,protein_coding
ENSMUSG00000095240,ENSMUSG00000095240.2,ENSMUST00000179096,ENSMUST00000179096.2,1,protein_coding
ENSMUSG00000040302,ENSMUSG00000040302.18,ENSMUST00000042753,ENSMUST00000042753.14,1,protein_coding
ENSMUSG00000010592,ENSMUSG00000010592.10,ENSMUST00000010736,ENSMUST00000010736.9,1,protein_coding
ENSMUSG00000025529,ENSMUSG00000025529.15,ENSMUST00000113409,ENSMUST00000113409.8,1,protein_coding
ENSMUSG00000025089,ENSMUSG00000025089.16,ENSMUST00000026076,ENSMUST00000026076.14,1,protein_coding
ENSMUSG00000023262,ENSMUSG00000023262.14,ENSMUST00000024031,ENSMUST00000024031.13,1,protein_coding
ENSMUSG00000038910,ENSMUSG00000038910.8,ENSMUST00000043938,ENSMUST00000043938.8,1,protein_coding
ENSMUSG00000036955,ENSMUSG00000036955.17,ENSMUST00000065887,ENSMUST00000065887.14,1,protein_coding
ENSMUSG00000040613,ENSMUSG00000040613.15,ENSMUST00000112586,ENSMUST00000112586.8,1,protein_coding
ENSMUSG00000021933,ENSMUSG00000021933.12,ENSMUST00000022501,ENSMUST00000022501.10,1,protein_coding
ENSMUSG00000021286,ENSMUSG00000021286.9,ENSMUST00000223211,ENSMUST00000223211.2,1,protein_coding
ENSMUSG00000029462,ENSMUSG00000029462.19,ENSMUST00000118830,ENSMUST00000118830.8,1,protein_coding
ENSMUSG00000100486,ENSMUSG00000100486.8,ENSMUST00000186010,ENSMUST00000186010.8,1,protein_coding
ENSMUSG00000024125,ENSMUSG00000024125.3,ENSMUST00000235047,ENSMUST00000235047.2,1,protein_coding
ENSMUSG00000004360,ENSMUSG00000004360.10,ENSMUST00000092627,ENSMUST00000092627.6,1,protein_coding
ENSMUSG00000021375,ENSMUSG00000021375.12,ENSMUST00000056978,ENSMUST00000056978.8,1,protein_coding
ENSMUSG00000024349,ENSMUSG00000024349.11,ENSMUST00000115728,ENSMUST00000115728.5,1,protein_coding
ENSMUSG00000030117,ENSMUSG00000030117.6,ENSMUST00000032211,ENSMUST00000032211.5,1,protein_coding
ENSMUSG00000025090,ENSMUSG00000025090.10,ENSMUST00000069419,ENSMUST00000069419.8,1,protein_coding
ENSMUSG00000034607,ENSMUSG00000034607.7,ENSMUST00000039887,ENSMUST00000039887.4,1,protein_coding
ENSMUSG00000037940,ENSMUSG00000037940.18,ENSMUST00000217122,ENSMUST00000217122.2,1,protein_coding
ENSMUSG00000035184,ENSMUSG00000035184.16,ENSMUST00000039064,ENSMUST00000039064.8,1,protein_coding
ENSMUSG00000021256,ENSMUSG00000021256.6,ENSMUST00000021681,ENSMUST00000021681.4,1,protein_coding
ENSMUSG00000055401,ENSMUSG00000055401.15,ENSMUST00000105706,ENSMUST00000105706.8,1,protein_coding
ENSMUSG00000046323,ENSMUSG00000046323.9,ENSMUST00000049644,ENSMUST00000049644.9,1,protein_coding
ENSMUSG00000054280,ENSMUSG00000054280.15,ENSMUST00000120129,ENSMUST00000120129.9,1,protein_coding
ENSMUSG00000022112,ENSMUSG00000022112.15,ENSMUST00000176912,ENSMUST00000176912.8,1,protein_coding
ENSMUSG00000020075,ENSMUSG00000020075.9,ENSMUST00000045866,ENSMUST00000045866.9,1,protein_coding
ENSMUSG00000046008,ENSMUSG00000046008.9,ENSMUST00000057270,ENSMUST00000057270.9,1,protein_coding
ENSMUSG00000042185,ENSMUSG00000042185.15,ENSMUST00000086167,ENSMUST00000086167.12,1,protein_coding
ENSMUSG00000020993,ENSMUSG00000020993.10,ENSMUST00000021380,ENSMUST00000021380.10,1,protein_coding
ENSMUSG00000024124,ENSMUSG00000024124.11,ENSMUST00000234765,ENSMUST00000234765.2,1,protein_coding
ENSMUSG00000091155,ENSMUSG00000091155.2,ENSMUST00000171692,ENSMUST00000171692.2,1,protein_coding
ENSMUSG00000029463,ENSMUSG00000029463.6,ENSMUST00000031419,ENSMUST00000031419.6,1,protein_coding
ENSMUSG00000041763,ENSMUSG00000041763.15,ENSMUST00000087933,ENSMUST00000087933.10,1,protein_coding
ENSMUSG00000045027,ENSMUSG00000045027.8,ENSMUST00000041649,ENSMUST00000041649.8,1,protein_coding
ENSMUSG00000091896,ENSMUSG00000091896.9,ENSMUST00000170693,ENSMUST00000170693.9,1,protein_coding
ENSMUSG00000021610,ENSMUSG00000021610.9,ENSMUST00000022102,ENSMUST00000022102.9,1,protein_coding
ENSMUSG00000042179,ENSMUSG00000042179.7,ENSMUST00000048644,ENSMUST00000048644.6,1,protein_coding
ENSMUSG00000031907,ENSMUSG00000031907.10,ENSMUST00000034382,ENSMUST00000034382.8,1,protein_coding
ENSMUSG00000021257,ENSMUSG00000021257.15,ENSMUST00000021682,ENSMUST00000021682.9,1,protein_coding
ENSMUSG00000044231,ENSMUSG00000044231.4,ENSMUST00000052747,ENSMUST00000052747.4,1,protein_coding
ENSMUSG00000050762,ENSMUSG00000050762.6,ENSMUST00000059482,ENSMUST00000059482.6,1,protein_coding
ENSMUSG00000046668,ENSMUSG00000046668.10,ENSMUST00000060722,ENSMUST00000060722.8,1,protein_coding
ENSMUSG00000038902,ENSMUSG00000038902.15,ENSMUST00000107270,ENSMUST00000107270.9,1,protein_coding
ENSMUSG00000025531,ENSMUSG00000025531.15,ENSMUST00000026607,ENSMUST00000026607.15,1,protein_coding
ENSMUSG00000035529,ENSMUSG00000035529.11,ENSMUST00000220032,ENSMUST00000220032.2,1,protein_coding
ENSMUSG00000021611,ENSMUSG00000021611.10,ENSMUST00000022104,ENSMUST00000022104.9,1,protein_coding
ENSMUSG00000029464,ENSMUSG00000029464.11,ENSMUST00000031420,ENSMUST00000031420.11,1,protein_coding
ENSMUSG00000035161,ENSMUSG00000035161.8,ENSMUST00000223585,ENSMUST00000223585.2,1,protein_coding
ENSMUSG00000085111,ENSMUSG00000085111.4,ENSMUST00000170396,ENSMUST00000170396.3,1,protein_coding
ENSMUSG00000032348,ENSMUSG00000032348.7,ENSMUST00000034903,ENSMUST00000034903.7,1,protein_coding
ENSMUSG00000030246,ENSMUSG00000030246.13,ENSMUST00000239395,ENSMUST00000239395.2,1,protein_coding
ENSMUSG00000003731,ENSMUSG00000003731.14,ENSMUST00000102590,ENSMUST00000102590.11,1,protein_coding
ENSMUSG00000021285,ENSMUSG00000021285.16,ENSMUST00000054815,ENSMUST00000054815.15,1,protein_coding
ENSMUSG00000074183,ENSMUSG00000074183.4,ENSMUST00000098537,ENSMUST00000098537.4,1,protein_coding
ENSMUSG00000061048,ENSMUSG00000061048.9,ENSMUST00000080797,ENSMUST00000080797.8,1,protein_coding
ENSMUSG00000020076,ENSMUSG00000020076.8,ENSMUST00000020270,ENSMUST00000020270.6,1,protein_coding
ENSMUSG00000053730,ENSMUSG00000053730.16,ENSMUST00000102588,ENSMUST00000102588.10,1,protein_coding
ENSMUSG00000041737,ENSMUSG00000041737.9,ENSMUST00000048050,ENSMUST00000048050.9,1,protein_coding
ENSMUSG00000020994,ENSMUSG00000020994.6,ENSMUST00000021381,ENSMUST00000021381.6,1,protein_coding
ENSMUSG00000111709,ENSMUSG00000111709.2,ENSMUST00000217203,ENSMUST00000217203.2,1,protein_coding
