Gene stable ID,Gene stable ID version,Transcript stable ID,Ensembl_ID,Transcript stable ID version,Ensembl Canonical,Gene type
ENSG00000124232,ENSG00000124232.11,ENST00000343694,ENST00000343694,ENST00000343694.8,1,protein_coding
ENSG00000124145,ENSG00000124145.6,ENST00000372733,ENST00000372733,ENST00000372733.3,1,protein_coding
ENSG00000123572,ENSG00000123572.17,ENST00000243300,ENST00000243300,ENST00000243300.14,1,protein_coding
ENSG00000119599,ENSG00000119599.17,ENST00000358377,ENST00000358377,ENST00000358377.7,1,protein_coding
ENSG00000204070,ENSG00000204070.10,ENST00000243918,ENST00000243918,ENST00000243918.10,1,protein_coding
ENSG00000254806,ENSG00000254806.5,ENST00000458187,ENST00000458187,ENST00000458187.5,1,protein_coding
ENSG00000130224,ENSG00000130224.15,ENST00000317135,ENST00000317135,ENST00000317135.13,1,protein_coding
ENSG00000124251,ENSG00000124251.11,ENST00000372726,ENST00000372726,ENST00000372726.5,1,protein_coding
ENSG00000275249,ENSG00000275249.1,ENST00000612882,ENST00000612882,ENST00000612882.1,1,protein_coding
ENSG00000274792,ENSG00000274792.1,ENST00000622674,ENST00000622674,ENST00000622674.1,1,protein_coding
ENSG00000137843,ENSG00000137843.12,ENST00000560346,ENST00000560346,ENST00000560346.5,1,protein_coding
ENSG00000069509,ENSG00000069509.6,ENST00000378045,ENST00000378045,ENST00000378045.5,1,protein_coding
ENSG00000095777,ENSG00000095777.17,ENST00000642920,ENST00000642920,ENST00000642920.2,1,protein_coding
ENSG00000164741,ENSG00000164741.15,ENST00000276297,ENST00000276297,ENST00000276297.9,1,protein_coding
ENSG00000121741,ENSG00000121741.17,ENST00000610343,ENST00000610343,ENST00000610343.5,1,protein_coding
ENSG00000276760,ENSG00000276760.4,ENST00000614604,ENST00000614604,ENST00000614604.4,1,protein_coding
ENSG00000159248,ENSG00000159248.5,ENST00000290374,ENST00000290374,ENST00000290374.5,1,protein_coding
ENSG00000100014,ENSG00000100014.20,ENST00000314328,ENST00000314328,ENST00000314328.14,1,protein_coding
ENSG00000147082,ENSG00000147082.18,ENST00000376042,ENST00000376042,ENST00000376042.6,1,protein_coding
ENSG00000258555,ENSG00000258555.6,ENST00000358654,ENST00000358654,ENST00000358654.2,1,protein_coding
ENSG00000102128,ENSG00000102128.8,ENST00000218249,ENST00000218249,ENST00000218249.7,1,protein_coding
ENSG00000196767,ENSG00000196767.9,ENST00000644024,ENST00000644024,ENST00000644024.2,1,protein_coding
ENSG00000148450,ENSG00000148450.13,ENST00000376510,ENST00000376510,ENST00000376510.8,1,protein_coding
ENSG00000283594,ENSG00000283594.1,ENST00000636267,ENST00000636267,ENST00000636267.1,1,protein_coding
ENSG00000256574,ENSG00000256574.8,ENST00000553795,ENST00000553795,ENST00000553795.6,1,protein_coding
ENSG00000078589,ENSG00000078589.13,ENST00000171757,ENST00000171757,ENST00000171757.3,1,protein_coding
ENSG00000050130,ENSG00000050130.18,ENST00000616435,ENST00000616435,ENST00000616435.5,1,protein_coding
ENSG00000215356,ENSG00000215356.4,ENST00000400120,ENST00000400120,ENST00000400120.3,1,protein_coding
ENSG00000128271,ENSG00000128271.22,ENST00000337539,ENST00000337539,ENST00000337539.12,1,protein_coding
ENSG00000185053,ENSG00000185053.14,ENST00000382080,ENST00000382080,ENST00000382080.6,1,protein_coding
ENSG00000168267,ENSG00000168267.7,ENST00000376504,ENST00000376504,ENST00000376504.4,1,protein_coding
ENSG00000147121,ENSG00000147121.16,ENST00000344302,ENST00000344302,ENST00000344302.9,1,protein_coding
ENSG00000150456,ENSG00000150456.11,ENST00000382758,ENST00000382758,ENST00000382758.6,1,protein_coding
ENSG00000186572,ENSG00000186572.2,ENST00000335021,ENST00000335021,ENST00000335021.2,1,protein_coding
ENSG00000150457,ENSG00000150457.9,ENST00000382592,ENST00000382592,ENST00000382592.5,1,protein_coding
ENSG00000090776,ENSG00000090776.6,ENST00000204961,ENST00000204961,ENST00000204961.5,1,protein_coding
ENSG00000147324,ENSG00000147324.11,ENST00000276282,ENST00000276282,ENST00000276282.7,1,protein_coding
ENSG00000099256,ENSG00000099256.19,ENST00000320152,ENST00000320152,ENST00000320152.11,1,protein_coding
ENSG00000126785,ENSG00000126785.13,ENST00000316754,ENST00000316754,ENST00000316754.8,1,protein_coding
ENSG00000100024,ENSG00000100024.15,ENST00000326010,ENST00000326010,ENST00000326010.10,1,protein_coding
ENSG00000198034,ENSG00000198034.11,ENST00000316084,ENST00000316084,ENST00000316084.10,1,protein_coding
ENSG00000160191,ENSG00000160191.18,ENST00000291539,ENST00000291539,ENST00000291539.11,1,protein_coding
ENSG00000100028,ENSG00000100028.12,ENST00000215829,ENST00000215829,ENST00000215829.8,1,protein_coding
ENSG00000180008,ENSG00000180008.9,ENST00000555846,ENST00000555846,ENST00000555846.2,1,protein_coding
ENSG00000204065,ENSG00000204065.3,ENST00000372680,ENST00000372680,ENST00000372680.2,1,protein_coding
ENSG00000102055,ENSG00000102055.7,ENST00000378131,ENST00000378131,ENST00000378131.4,1,protein_coding
ENSG00000254093,ENSG00000254093.9,ENST00000314787,ENST00000314787,ENST00000314787.8,1,protein_coding
ENSG00000286070,ENSG00000286070.2,ENST00000652248,ENST00000652248,ENST00000652248.1,1,protein_coding
ENSG00000178026,ENSG00000178026.13,ENST00000318753,ENST00000318753,ENST00000318753.13,1,protein_coding
ENSG00000281459,ENSG00000281459.3,ENST00000631074,ENST00000631074,ENST00000631074.2,1,protein_coding
ENSG00000140015,ENSG00000140015.20,ENST00000322893,ENST00000322893,ENST00000322893.12,1,protein_coding
ENSG00000124222,ENSG00000124222.22,ENST00000371141,ENST00000371141,ENST00000371141.8,1,protein_coding
ENSG00000126814,ENSG00000126814.7,ENST00000261249,ENST00000261249,ENST00000261249.7,1,protein_coding
ENSG00000280549,ENSG00000280549.1,ENST00000625769,ENST00000625769,ENST00000625769.1,1,protein_coding
ENSG00000151849,ENSG00000151849.16,ENST00000381884,ENST00000381884,ENST00000381884.9,1,protein_coding
ENSG00000254995,ENSG00000254995.4,ENST00000530122,ENST00000530122,ENST00000530122.1,1,protein_coding
ENSG00000198791,ENSG00000198791.12,ENST00000361272,ENST00000361272,ENST00000361272.9,1,protein_coding
ENSG00000280908,ENSG00000280908.2,ENST00000628229,ENST00000628229,ENST00000628229.1,1,protein_coding
ENSG00000180730,ENSG00000180730.5,ENST00000319420,ENST00000319420,ENST00000319420.4,1,protein_coding
ENSG00000134138,ENSG00000134138.20,ENST00000561208,ENST00000561208,ENST00000561208.6,1,protein_coding
ENSG00000285720,ENSG00000285720.1,ENST00000650426,ENST00000650426,ENST00000650426.1,1,protein_coding
ENSG00000280949,ENSG00000280949.1,ENST00000625380,ENST00000625380,ENST00000625380.1,1,protein_coding
ENSG00000215440,ENSG00000215440.12,ENST00000356091,ENST00000356091,ENST00000356091.11,1,protein_coding
ENSG00000082458,ENSG00000082458.12,ENST00000374360,ENST00000374360,ENST00000374360.8,1,protein_coding
ENSG00000196628,ENSG00000196628.20,ENST00000354452,ENST00000354452,ENST00000354452.8,1,protein_coding
ENSG00000133105,ENSG00000133105.8,ENST00000298386,ENST00000298386,ENST00000298386.7,1,protein_coding
ENSG00000183035,ENSG00000183035.13,ENST00000329312,ENST00000329312,ENST00000329312.5,1,protein_coding
ENSG00000284752,ENSG00000284752.3,ENST00000646201,ENST00000646201,ENST00000646201.1,1,protein_coding
ENSG00000281540,ENSG00000281540.3,ENST00000631021,ENST00000631021,ENST00000631021.3,1,protein_coding
ENSG00000147223,ENSG00000147223.6,ENST00000276173,ENST00000276173,ENST00000276173.5,1,protein_coding
ENSG00000165861,ENSG00000165861.14,ENST00000556143,ENST00000556143,ENST00000556143.6,1,protein_coding
ENSG00000100647,ENSG00000100647.8,ENST00000342745,ENST00000342745,ENST00000342745.5,1,protein_coding
ENSG00000185753,ENSG00000185753.13,ENST00000327877,ENST00000327877,ENST00000327877.10,1,protein_coding
ENSG00000258989,ENSG00000258989.1,ENST00000556347,ENST00000556347,ENST00000556347.1,1,protein_coding
ENSG00000179841,ENSG00000179841.8,ENST00000394718,ENST00000394718,ENST00000394718.4,1,protein_coding
ENSG00000100031,ENSG00000100031.19,ENST00000400382,ENST00000400382,ENST00000400382.6,1,protein_coding
ENSG00000284915,ENSG00000284915.3,ENST00000646576,ENST00000646576,ENST00000646576.2,1,protein_coding
ENSG00000104723,ENSG00000104723.21,ENST00000503731,ENST00000503731,ENST00000503731.6,1,protein_coding
ENSG00000137177,ENSG00000137177.20,ENST00000259711,ENST00000259711,ENST00000259711.11,1,protein_coding
ENSG00000176782,ENSG00000176782.3,ENST00000314265,ENST00000314265,ENST00000314265.3,1,protein_coding
ENSG00000104044,ENSG00000104044.16,ENST00000354638,ENST00000354638,ENST00000354638.8,1,protein_coding
ENSG00000129521,ENSG00000129521.15,ENST00000250457,ENST00000250457,ENST00000250457.9,1,protein_coding
ENSG00000219438,ENSG00000219438.9,ENST00000402357,ENST00000402357,ENST00000402357.6,1,protein_coding
ENSG00000101158,ENSG00000101158.15,ENST00000652272,ENST00000652272,ENST00000652272.2,1,protein_coding
ENSG00000280709,ENSG00000280709.2,ENST00000628444,ENST00000628444,ENST00000628444.1,1,protein_coding
ENSG00000073910,ENSG00000073910.23,ENST00000542859,ENST00000542859,ENST00000542859.6,1,protein_coding
ENSG00000179388,ENSG00000179388.9,ENST00000317216,ENST00000317216,ENST00000317216.3,1,protein_coding
ENSG00000285348,ENSG00000285348.2,ENST00000642845,ENST00000642845,ENST00000642845.2,1,protein_coding
ENSG00000203546,ENSG00000203546.7,ENST00000547378,ENST00000547378,ENST00000547378.1,1,protein_coding
ENSG00000165389,ENSG00000165389.7,ENST00000298130,ENST00000298130,ENST00000298130.5,1,protein_coding
ENSG00000100030,ENSG00000100030.15,ENST00000215832,ENST00000215832,ENST00000215832.11,1,protein_coding
ENSG00000101162,ENSG00000101162.4,ENST00000217133,ENST00000217133,ENST00000217133.2,1,protein_coding
ENSG00000153157,ENSG00000153157.13,ENST00000283141,ENST00000283141,ENST00000283141.11,1,protein_coding
ENSG00000282838,ENSG00000282838.2,ENST00000634351,ENST00000634351,ENST00000634351.2,1,protein_coding
ENSG00000124172,ENSG00000124172.10,ENST00000243997,ENST00000243997,ENST00000243997.8,1,protein_coding
ENSG00000170345,ENSG00000170345.10,ENST00000303562,ENST00000303562,ENST00000303562.9,1,protein_coding
ENSG00000128829,ENSG00000128829.12,ENST00000263791,ENST00000263791,ENST00000263791.10,1,protein_coding
ENSG00000221818,ENSG00000221818.9,ENST00000520164,ENST00000520164,ENST00000520164.6,1,protein_coding
ENSG00000083642,ENSG00000083642.19,ENST00000315596,ENST00000315596,ENST00000315596.15,1,protein_coding
ENSG00000285937,ENSG00000285937.1,ENST00000647775,ENST00000647775,ENST00000647775.1,1,protein_coding
ENSG00000283056,ENSG00000283056.1,ENST00000634500,ENST00000634500,ENST00000634500.1,1,protein_coding
ENSG00000137364,ENSG00000137364.5,ENST00000309983,ENST00000309983,ENST00000309983.5,1,protein_coding
ENSG00000101166,ENSG00000101166.16,ENST00000355937,ENST00000355937,ENST00000355937.9,1,protein_coding
ENSG00000152457,ENSG00000152457.18,ENST00000378278,ENST00000378278,ENST00000378278.7,1,protein_coding
ENSG00000125965,ENSG00000125965.9,ENST00000374369,ENST00000374369,ENST00000374369.8,1,protein_coding
ENSG00000175985,ENSG00000175985.10,ENST00000322564,ENST00000322564,ENST00000322564.9,1,protein_coding
ENSG00000282937,ENSG00000282937.5,ENST00000642189,ENST00000642189,ENST00000642189.2,1,protein_coding
ENSG00000180660,ENSG00000180660.8,ENST00000379919,ENST00000379919,ENST00000379919.6,1,protein_coding
ENSG00000148426,ENSG00000148426.13,ENST00000277570,ENST00000277570,ENST00000277570.10,1,protein_coding
ENSG00000147010,ENSG00000147010.18,ENST00000397821,ENST00000397821,ENST00000397821.8,1,protein_coding
ENSG00000171320,ENSG00000171320.15,ENST00000305188,ENST00000305188,ENST00000305188.13,1,protein_coding
ENSG00000123178,ENSG00000123178.15,ENST00000361840,ENST00000361840,ENST00000361840.8,1,protein_coding
ENSG00000285193,ENSG00000285193.1,ENST00000644383,ENST00000644383,ENST00000644383.1,1,protein_coding
ENSG00000139618,ENSG00000139618.17,ENST00000380152,ENST00000380152,ENST00000380152.8,1,protein_coding
ENSG00000142178,ENSG00000142178.9,ENST00000270162,ENST00000270162,ENST00000270162.8,1,protein_coding
ENSG00000182916,ENSG00000182916.8,ENST00000332431,ENST00000332431,ENST00000332431.5,1,protein_coding
ENSG00000099956,ENSG00000099956.20,ENST00000644036,ENST00000644036,ENST00000644036.2,1,protein_coding
ENSG00000104714,ENSG00000104714.14,ENST00000262109,ENST00000262109,ENST00000262109.8,1,protein_coding
ENSG00000253797,ENSG00000253797.2,ENST00000521776,ENST00000521776,ENST00000521776.2,1,protein_coding
ENSG00000133169,ENSG00000133169.6,ENST00000372728,ENST00000372728,ENST00000372728.4,1,protein_coding
ENSG00000226372,ENSG00000226372.4,ENST00000441525,ENST00000441525,ENST00000441525.4,1,protein_coding
ENSG00000151023,ENSG00000151023.17,ENST00000331161,ENST00000331161,ENST00000331161.9,1,protein_coding
ENSG00000186767,ENSG00000186767.7,ENST00000374884,ENST00000374884,ENST00000374884.3,1,protein_coding
ENSG00000122873,ENSG00000122873.12,ENST00000333926,ENST00000333926,ENST00000333926.6,1,protein_coding
ENSG00000198354,ENSG00000198354.7,ENST00000360028,ENST00000360028,ENST00000360028.4,1,protein_coding
ENSG00000166206,ENSG00000166206.15,ENST00000311550,ENST00000311550,ENST00000311550.10,1,protein_coding
ENSG00000160207,ENSG00000160207.9,ENST00000291560,ENST00000291560,ENST00000291560.7,1,protein_coding
ENSG00000234289,ENSG00000234289.6,ENST00000599962,ENST00000599962,ENST00000599962.2,1,protein_coding
ENSG00000155975,ENSG00000155975.10,ENST00000324849,ENST00000324849,ENST00000324849.9,1,protein_coding
ENSG00000164304,ENSG00000164304.16,ENST00000502583,ENST00000502583,ENST00000502583.6,1,protein_coding
ENSG00000164743,ENSG00000164743.5,ENST00000297324,ENST00000297324,ENST00000297324.5,1,protein_coding
ENSG00000126001,ENSG00000126001.16,ENST00000397527,ENST00000397527,ENST00000397527.6,1,protein_coding
ENSG00000136770,ENSG00000136770.11,ENST00000376980,ENST00000376980,ENST00000376980.8,1,protein_coding
ENSG00000136098,ENSG00000136098.17,ENST00000610828,ENST00000610828,ENST00000610828.5,1,protein_coding
ENSG00000248235,ENSG00000248235.6,ENST00000430850,ENST00000430850,ENST00000430850.6,1,protein_coding
ENSG00000119681,ENSG00000119681.12,ENST00000261978,ENST00000261978,ENST00000261978.9,1,protein_coding
ENSG00000125975,ENSG00000125975.14,ENST00000444723,ENST00000444723,ENST00000444723.3,1,protein_coding
ENSG00000159167,ENSG00000159167.12,ENST00000290271,ENST00000290271,ENST00000290271.7,1,protein_coding
ENSG00000145949,ENSG00000145949.11,ENST00000274643,ENST00000274643,ENST00000274643.9,1,protein_coding
ENSG00000165633,ENSG00000165633.13,ENST00000332853,ENST00000332853,ENST00000332853.9,1,protein_coding
ENSG00000230031,ENSG00000230031.10,ENST00000454856,ENST00000454856,ENST00000454856.4,1,protein_coding
ENSG00000253710,ENSG00000253710.5,ENST00000521508,ENST00000521508,ENST00000521508.2,1,protein_coding
ENSG00000284868,ENSG00000284868.2,ENST00000647514,ENST00000647514,ENST00000647514.1,1,protein_coding
ENSG00000165898,ENSG00000165898.14,ENST00000556816,ENST00000556816,ENST00000556816.6,1,protein_coding
ENSG00000003096,ENSG00000003096.14,ENST00000262820,ENST00000262820,ENST00000262820.7,1,protein_coding
ENSG00000122912,ENSG00000122912.15,ENST00000609923,ENST00000609923,ENST00000609923.6,1,protein_coding
ENSG00000197265,ENSG00000197265.9,ENST00000355904,ENST00000355904,ENST00000355904.9,1,protein_coding
ENSG00000161904,ENSG00000161904.12,ENST00000293760,ENST00000293760,ENST00000293760.10,1,protein_coding
ENSG00000180964,ENSG00000180964.17,ENST00000372685,ENST00000372685,ENST00000372685.8,1,protein_coding
ENSG00000134146,ENSG00000134146.12,ENST00000256538,ENST00000256538,ENST00000256538.9,1,protein_coding
ENSG00000160221,ENSG00000160221.18,ENST00000291577,ENST00000291577,ENST00000291577.11,1,protein_coding
ENSG00000189401,ENSG00000189401.3,ENST00000338352,ENST00000338352,ENST00000338352.3,1,protein_coding
ENSG00000165443,ENSG00000165443.12,ENST00000373880,ENST00000373880,ENST00000373880.9,1,protein_coding
ENSG00000268988,ENSG00000268988.1,ENST00000598475,ENST00000598475,ENST00000598475.1,1,protein_coding
ENSG00000140044,ENSG00000140044.13,ENST00000651602,ENST00000651602,ENST00000651602.1,1,protein_coding
ENSG00000104228,ENSG00000104228.13,ENST00000305364,ENST00000305364,ENST00000305364.9,1,protein_coding
ENSG00000283823,ENSG00000283823.1,ENST00000639604,ENST00000639604,ENST00000639604.1,1,protein_coding
ENSG00000171885,ENSG00000171885.18,ENST00000383168,ENST00000383168,ENST00000383168.9,1,protein_coding
ENSG00000188277,ENSG00000188277.10,ENST00000344320,ENST00000344320,ENST00000344320.8,1,protein_coding
ENSG00000283996,ENSG00000283996.2,ENST00000640323,ENST00000640323,ENST00000640323.2,1,protein_coding
ENSG00000285326,ENSG00000285326.3,ENST00000644840,ENST00000644840,ENST00000644840.2,1,protein_coding
ENSG00000054598,ENSG00000054598.9,ENST00000645831,ENST00000645831,ENST00000645831.2,1,protein_coding
ENSG00000198042,ENSG00000198042.11,ENST00000360128,ENST00000360128,ENST00000360128.11,1,protein_coding
ENSG00000282804,ENSG00000282804.1,ENST00000562221,ENST00000562221,ENST00000562221.1,1,protein_coding
ENSG00000275553,ENSG00000275553.4,ENST00000620522,ENST00000620522,ENST00000620522.2,1,protein_coding
ENSG00000244476,ENSG00000244476.3,ENST00000472091,ENST00000472091,ENST00000472091.2,1,protein_coding
ENSG00000166068,ENSG00000166068.13,ENST00000299084,ENST00000299084,ENST00000299084.9,1,protein_coding
ENSG00000187566,ENSG00000187566.6,ENST00000340650,ENST00000340650,ENST00000340650.6,1,protein_coding
ENSG00000119547,ENSG00000119547.6,ENST00000491143,ENST00000491143,ENST00000491143.3,1,protein_coding
ENSG00000160223,ENSG00000160223.17,ENST00000400379,ENST00000400379,ENST00000400379.7,1,protein_coding
ENSG00000285199,ENSG00000285199.1,ENST00000644519,ENST00000644519,ENST00000644519.1,1,protein_coding
ENSG00000285203,ENSG00000285203.2,ENST00000645084,ENST00000645084,ENST00000645084.1,1,protein_coding
ENSG00000285456,ENSG00000285456.2,ENST00000646659,ENST00000646659,ENST00000646659.1,1,protein_coding
ENSG00000175445,ENSG00000175445.17,ENST00000650287,ENST00000650287,ENST00000650287.1,1,protein_coding
ENSG00000284530,ENSG00000284530.2,ENST00000640106,ENST00000640106,ENST00000640106.1,1,protein_coding
ENSG00000153046,ENSG00000153046.18,ENST00000397588,ENST00000397588,ENST00000397588.8,1,protein_coding
ENSG00000142182,ENSG00000142182.9,ENST00000628202,ENST00000628202,ENST00000628202.3,1,protein_coding
ENSG00000102786,ENSG00000102786.15,ENST00000311234,ENST00000311234,ENST00000311234.9,1,protein_coding
ENSG00000248905,ENSG00000248905.10,ENST00000616417,ENST00000616417,ENST00000616417.5,1,protein_coding
ENSG00000134440,ENSG00000134440.12,ENST00000256854,ENST00000256854,ENST00000256854.10,1,protein_coding
ENSG00000272897,ENSG00000272897.5,ENST00000541176,ENST00000541176,ENST00000541176.2,1,protein_coding
ENSG00000100330,ENSG00000100330.16,ENST00000401950,ENST00000401950,ENST00000401950.7,1,protein_coding
ENSG00000244462,ENSG00000244462.8,ENST00000374114,ENST00000374114,ENST00000374114.8,1,protein_coding
ENSG00000125676,ENSG00000125676.20,ENST00000245838,ENST00000245838,ENST00000245838.13,1,protein_coding
ENSG00000160224,ENSG00000160224.17,ENST00000291582,ENST00000291582,ENST00000291582.6,1,protein_coding
ENSG00000171262,ENSG00000171262.11,ENST00000397609,ENST00000397609,ENST00000397609.6,1,protein_coding
ENSG00000197296,ENSG00000197296.6,ENST00000396825,ENST00000396825,ENST00000396825.4,1,protein_coding
ENSG00000138303,ENSG00000138303.18,ENST00000672957,ENST00000672957,ENST00000672957.1,1,protein_coding
ENSG00000081923,ENSG00000081923.15,ENST00000648908,ENST00000648908,ENST00000648908.2,1,protein_coding
ENSG00000042317,ENSG00000042317.17,ENST00000393545,ENST00000393545,ENST00000393545.9,1,protein_coding
ENSG00000122033,ENSG00000122033.15,ENST00000381120,ENST00000381120,ENST00000381120.8,1,protein_coding
ENSG00000147421,ENSG00000147421.18,ENST00000287701,ENST00000287701,ENST00000287701.15,1,protein_coding
ENSG00000124120,ENSG00000124120.11,ENST00000262605,ENST00000262605,ENST00000262605.9,1,protein_coding
ENSG00000128965,ENSG00000128965.13,ENST00000617768,ENST00000617768,ENST00000617768.5,1,protein_coding
ENSG00000185352,ENSG00000185352.9,ENST00000376705,ENST00000376705,ENST00000376705.4,1,protein_coding
ENSG00000123171,ENSG00000123171.8,ENST00000242819,ENST00000242819,ENST00000242819.7,1,protein_coding
ENSG00000125245,ENSG00000125245.14,ENST00000397470,ENST00000397470,ENST00000397470.5,1,protein_coding
ENSG00000284814,ENSG00000284814.1,ENST00000644961,ENST00000644961,ENST00000644961.1,1,protein_coding
ENSG00000124615,ENSG00000124615.20,ENST00000340692,ENST00000340692,ENST00000340692.10,1,protein_coding
ENSG00000265203,ENSG00000265203.2,ENST00000584701,ENST00000584701,ENST00000584701.2,1,protein_coding
ENSG00000150667,ENSG00000150667.8,ENST00000350221,ENST00000350221,ENST00000350221.4,1,protein_coding
ENSG00000284509,ENSG00000284509.1,ENST00000638247,ENST00000638247,ENST00000638247.1,1,protein_coding
ENSG00000156006,ENSG00000156006.5,ENST00000286479,ENST00000286479,ENST00000286479.4,1,protein_coding
ENSG00000198796,ENSG00000198796.7,ENST00000361673,ENST00000361673,ENST00000361673.4,1,protein_coding
ENSG00000132938,ENSG00000132938.22,ENST00000612955,ENST00000612955,ENST00000612955.6,1,protein_coding
ENSG00000182256,ENSG00000182256.13,ENST00000615808,ENST00000615808,ENST00000615808.5,1,protein_coding
ENSG00000124602,ENSG00000124602.10,ENST00000244565,ENST00000244565,ENST00000244565.8,1,protein_coding
ENSG00000132824,ENSG00000132824.14,ENST00000342374,ENST00000342374,ENST00000342374.5,1,protein_coding
ENSG00000112212,ENSG00000112212.12,ENST00000373161,ENST00000373161,ENST00000373161.6,1,protein_coding
ENSG00000171056,ENSG00000171056.8,ENST00000304501,ENST00000304501,ENST00000304501.2,1,protein_coding
ENSG00000204271,ENSG00000204271.13,ENST00000374919,ENST00000374919,ENST00000374919.6,1,protein_coding
ENSG00000102524,ENSG00000102524.12,ENST00000375887,ENST00000375887,ENST00000375887.9,1,protein_coding
ENSG00000151846,ENSG00000151846.9,ENST00000281589,ENST00000281589,ENST00000281589.5,1,protein_coding
ENSG00000186047,ENSG00000186047.11,ENST00000504404,ENST00000504404,ENST00000504404.2,1,protein_coding
ENSG00000285379,ENSG00000285379.2,ENST00000646516,ENST00000646516,ENST00000646516.2,1,protein_coding
ENSG00000165566,ENSG00000165566.13,ENST00000515384,ENST00000515384,ENST00000515384.2,1,protein_coding
ENSG00000198718,ENSG00000198718.13,ENST00000361462,ENST00000361462,ENST00000361462.7,1,protein_coding
ENSG00000170113,ENSG00000170113.16,ENST00000337435,ENST00000337435,ENST00000337435.9,1,protein_coding
ENSG00000078596,ENSG00000078596.11,ENST00000373298,ENST00000373298,ENST00000373298.7,1,protein_coding
ENSG00000141959,ENSG00000141959.17,ENST00000349048,ENST00000349048,ENST00000349048.9,1,protein_coding
ENSG00000229674,ENSG00000229674.2,ENST00000448797,ENST00000448797,ENST00000448797.2,1,protein_coding
ENSG00000273173,ENSG00000273173.5,ENST00000577949,ENST00000577949,ENST00000577949.5,1,protein_coding
ENSG00000102021,ENSG00000102021.11,ENST00000371920,ENST00000371920,ENST00000371920.4,1,protein_coding
ENSG00000227234,ENSG00000227234.2,ENST00000449283,ENST00000449283,ENST00000449283.2,1,protein_coding
ENSG00000184785,ENSG00000184785.6,ENST00000330288,ENST00000330288,ENST00000330288.6,1,protein_coding
ENSG00000168734,ENSG00000168734.14,ENST00000372886,ENST00000372886,ENST00000372886.6,1,protein_coding
ENSG00000172175,ENSG00000172175.15,ENST00000649217,ENST00000649217,ENST00000649217.2,1,protein_coding
ENSG00000127870,ENSG00000127870.17,ENST00000381588,ENST00000381588,ENST00000381588.9,1,protein_coding
ENSG00000101342,ENSG00000101342.10,ENST00000217320,ENST00000217320,ENST00000217320.8,1,protein_coding
ENSG00000166681,ENSG00000166681.14,ENST00000361298,ENST00000361298,ENST00000361298.9,1,protein_coding
ENSG00000133962,ENSG00000133962.8,ENST00000256343,ENST00000256343,ENST00000256343.8,1,protein_coding
ENSG00000132823,ENSG00000132823.11,ENST00000255174,ENST00000255174,ENST00000255174.3,1,protein_coding
ENSG00000160226,ENSG00000160226.16,ENST00000339818,ENST00000339818,ENST00000339818.9,1,protein_coding
ENSG00000284177,ENSG00000284177.1,ENST00000638307,ENST00000638307,ENST00000638307.1,1,protein_coding
ENSG00000046774,ENSG00000046774.10,ENST00000247452,ENST00000247452,ENST00000247452.4,1,protein_coding
ENSG00000149596,ENSG00000149596.7,ENST00000372980,ENST00000372980,ENST00000372980.4,1,protein_coding
ENSG00000179542,ENSG00000179542.16,ENST00000356928,ENST00000356928,ENST00000356928.2,1,protein_coding
ENSG00000186462,ENSG00000186462.9,ENST00000373517,ENST00000373517,ENST00000373517.4,1,protein_coding
ENSG00000053770,ENSG00000053770.12,ENST00000261558,ENST00000261558,ENST00000261558.8,1,protein_coding
ENSG00000133454,ENSG00000133454.16,ENST00000335473,ENST00000335473,ENST00000335473.12,1,protein_coding
ENSG00000160233,ENSG00000160233.8,ENST00000291592,ENST00000291592,ENST00000291592.6,1,protein_coding
ENSG00000124193,ENSG00000124193.16,ENST00000244020,ENST00000244020,ENST00000244020.5,1,protein_coding
ENSG00000128917,ENSG00000128917.8,ENST00000249749,ENST00000249749,ENST00000249749.7,1,protein_coding
ENSG00000288000,ENSG00000288000.1,ENST00000657241,ENST00000657241,ENST00000657241.1,1,protein_coding
ENSG00000124493,ENSG00000124493.14,ENST00000538487,ENST00000538487,ENST00000538487.7,1,protein_coding
ENSG00000277611,ENSG00000277611.1,ENST00000621802,ENST00000621802,ENST00000621802.1,1,protein_coding
ENSG00000153391,ENSG00000153391.16,ENST00000334598,ENST00000334598,ENST00000334598.12,1,protein_coding
ENSG00000175894,ENSG00000175894.18,ENST00000323084,ENST00000323084,ENST00000323084.9,1,protein_coding
ENSG00000101052,ENSG00000101052.13,ENST00000373030,ENST00000373030,ENST00000373030.8,1,protein_coding
ENSG00000102241,ENSG00000102241.12,ENST00000218364,ENST00000218364,ENST00000218364.5,1,protein_coding
ENSG00000166450,ENSG00000166450.13,ENST00000389286,ENST00000389286,ENST00000389286.9,1,protein_coding
ENSG00000123561,ENSG00000123561.15,ENST00000372563,ENST00000372563,ENST00000372563.2,1,protein_coding
ENSG00000132932,ENSG00000132932.19,ENST00000381655,ENST00000381655,ENST00000381655.7,1,protein_coding
ENSG00000169314,ENSG00000169314.15,ENST00000402217,ENST00000402217,ENST00000402217.8,1,protein_coding
ENSG00000183434,ENSG00000183434.10,ENST00000310125,ENST00000310125,ENST00000310125.5,1,protein_coding
ENSG00000165548,ENSG00000165548.11,ENST00000298351,ENST00000298351,ENST00000298351.5,1,protein_coding
ENSG00000215455,ENSG00000215455.4,ENST00000400375,ENST00000400375,ENST00000400375.1,1,protein_coding
ENSG00000205445,ENSG00000205445.3,ENST00000391621,ENST00000391621,ENST00000391621.1,1,protein_coding
