chr_part	length	gRNA_count	directory	filename
14.part14	NA	200000	gRNA.tab.gz.split	14.part14.tab.gz
14.part15	NA	200000	gRNA.tab.gz.split	14.part15.tab.gz
14.part16	NA	200000	gRNA.tab.gz.split	14.part16.tab.gz
14.part17	NA	200000	gRNA.tab.gz.split	14.part17.tab.gz
14.part18	NA	200000	gRNA.tab.gz.split	14.part18.tab.gz
14.part19	NA	200000	gRNA.tab.gz.split	14.part19.tab.gz
14.part20	NA	200000	gRNA.tab.gz.split	14.part20.tab.gz
14.part21	NA	200000	gRNA.tab.gz.split	14.part21.tab.gz
14.part22	NA	200000	gRNA.tab.gz.split	14.part22.tab.gz
14.part23	NA	200000	gRNA.tab.gz.split	14.part23.tab.gz
14.part24	NA	200000	gRNA.tab.gz.split	14.part24.tab.gz
14.part25	NA	200000	gRNA.tab.gz.split	14.part25.tab.gz
14.part26	NA	200000	gRNA.tab.gz.split	14.part26.tab.gz
14.part27	NA	200000	gRNA.tab.gz.split	14.part27.tab.gz
14.part28	NA	200000	gRNA.tab.gz.split	14.part28.tab.gz
14.part29	NA	200000	gRNA.tab.gz.split	14.part29.tab.gz
14.part30	NA	200000	gRNA.tab.gz.split	14.part30.tab.gz
14.part31	NA	200000	gRNA.tab.gz.split	14.part31.tab.gz
14.part32	NA	200000	gRNA.tab.gz.split	14.part32.tab.gz
14.part33	NA	200000	gRNA.tab.gz.split	14.part33.tab.gz
14.part34	NA	200000	gRNA.tab.gz.split	14.part34.tab.gz
14.part35	NA	200000	gRNA.tab.gz.split	14.part35.tab.gz
14.part36	NA	200000	gRNA.tab.gz.split	14.part36.tab.gz
14.part37	NA	200000	gRNA.tab.gz.split	14.part37.tab.gz
14.part38	NA	200000	gRNA.tab.gz.split	14.part38.tab.gz
14.part39	NA	200000	gRNA.tab.gz.split	14.part39.tab.gz
14.part40	NA	200000	gRNA.tab.gz.split	14.part40.tab.gz
14.part41	NA	200000	gRNA.tab.gz.split	14.part41.tab.gz
14.part42	NA	200000	gRNA.tab.gz.split	14.part42.tab.gz
14.part43	NA	200000	gRNA.tab.gz.split	14.part43.tab.gz
14.part44	NA	200000	gRNA.tab.gz.split	14.part44.tab.gz
14.part45	NA	200000	gRNA.tab.gz.split	14.part45.tab.gz
14.part46	NA	159748	gRNA.tab.gz.split	14.part46.tab.gz
15.part0	NA	200000	gRNA.tab.gz.split	15.part0.tab.gz
15.part1	NA	200000	gRNA.tab.gz.split	15.part1.tab.gz
15.part2	NA	200000	gRNA.tab.gz.split	15.part2.tab.gz
15.part3	NA	200000	gRNA.tab.gz.split	15.part3.tab.gz
15.part4	NA	200000	gRNA.tab.gz.split	15.part4.tab.gz
15.part5	NA	200000	gRNA.tab.gz.split	15.part5.tab.gz
15.part6	NA	200000	gRNA.tab.gz.split	15.part6.tab.gz
15.part7	NA	200000	gRNA.tab.gz.split	15.part7.tab.gz
15.part8	NA	200000	gRNA.tab.gz.split	15.part8.tab.gz
15.part9	NA	200000	gRNA.tab.gz.split	15.part9.tab.gz
15.part10	NA	200000	gRNA.tab.gz.split	15.part10.tab.gz
15.part11	NA	200000	gRNA.tab.gz.split	15.part11.tab.gz
15.part12	NA	200000	gRNA.tab.gz.split	15.part12.tab.gz
15.part13	NA	200000	gRNA.tab.gz.split	15.part13.tab.gz
15.part14	NA	200000	gRNA.tab.gz.split	15.part14.tab.gz
15.part15	NA	200000	gRNA.tab.gz.split	15.part15.tab.gz
15.part16	NA	200000	gRNA.tab.gz.split	15.part16.tab.gz
15.part17	NA	200000	gRNA.tab.gz.split	15.part17.tab.gz
15.part18	NA	200000	gRNA.tab.gz.split	15.part18.tab.gz
15.part19	NA	200000	gRNA.tab.gz.split	15.part19.tab.gz
15.part20	NA	200000	gRNA.tab.gz.split	15.part20.tab.gz
15.part21	NA	200000	gRNA.tab.gz.split	15.part21.tab.gz
15.part22	NA	200000	gRNA.tab.gz.split	15.part22.tab.gz
15.part23	NA	200000	gRNA.tab.gz.split	15.part23.tab.gz
15.part24	NA	200000	gRNA.tab.gz.split	15.part24.tab.gz
15.part25	NA	200000	gRNA.tab.gz.split	15.part25.tab.gz
15.part26	NA	200000	gRNA.tab.gz.split	15.part26.tab.gz
15.part27	NA	200000	gRNA.tab.gz.split	15.part27.tab.gz
15.part28	NA	200000	gRNA.tab.gz.split	15.part28.tab.gz
15.part29	NA	200000	gRNA.tab.gz.split	15.part29.tab.gz
15.part30	NA	200000	gRNA.tab.gz.split	15.part30.tab.gz
15.part31	NA	200000	gRNA.tab.gz.split	15.part31.tab.gz
15.part32	NA	200000	gRNA.tab.gz.split	15.part32.tab.gz
15.part33	NA	200000	gRNA.tab.gz.split	15.part33.tab.gz
15.part34	NA	200000	gRNA.tab.gz.split	15.part34.tab.gz
15.part35	NA	200000	gRNA.tab.gz.split	15.part35.tab.gz
15.part36	NA	200000	gRNA.tab.gz.split	15.part36.tab.gz
15.part37	NA	200000	gRNA.tab.gz.split	15.part37.tab.gz
15.part38	NA	200000	gRNA.tab.gz.split	15.part38.tab.gz
15.part39	NA	200000	gRNA.tab.gz.split	15.part39.tab.gz
15.part40	NA	200000	gRNA.tab.gz.split	15.part40.tab.gz
15.part41	NA	200000	gRNA.tab.gz.split	15.part41.tab.gz
15.part42	NA	200000	gRNA.tab.gz.split	15.part42.tab.gz
15.part43	NA	200000	gRNA.tab.gz.split	15.part43.tab.gz
15.part44	NA	200000	gRNA.tab.gz.split	15.part44.tab.gz
15.part45	NA	200000	gRNA.tab.gz.split	15.part45.tab.gz
15.part46	NA	29439	gRNA.tab.gz.split	15.part46.tab.gz
16.part0	NA	200000	gRNA.tab.gz.split	16.part0.tab.gz
16.part1	NA	200000	gRNA.tab.gz.split	16.part1.tab.gz
16.part2	NA	200000	gRNA.tab.gz.split	16.part2.tab.gz
16.part3	NA	200000	gRNA.tab.gz.split	16.part3.tab.gz
16.part4	NA	200000	gRNA.tab.gz.split	16.part4.tab.gz
16.part5	NA	200000	gRNA.tab.gz.split	16.part5.tab.gz
16.part6	NA	200000	gRNA.tab.gz.split	16.part6.tab.gz
16.part7	NA	200000	gRNA.tab.gz.split	16.part7.tab.gz
16.part8	NA	200000	gRNA.tab.gz.split	16.part8.tab.gz
16.part9	NA	200000	gRNA.tab.gz.split	16.part9.tab.gz
16.part10	NA	200000	gRNA.tab.gz.split	16.part10.tab.gz
16.part11	NA	200000	gRNA.tab.gz.split	16.part11.tab.gz
16.part12	NA	200000	gRNA.tab.gz.split	16.part12.tab.gz
16.part13	NA	200000	gRNA.tab.gz.split	16.part13.tab.gz
16.part14	NA	200000	gRNA.tab.gz.split	16.part14.tab.gz
16.part15	NA	200000	gRNA.tab.gz.split	16.part15.tab.gz
16.part16	NA	200000	gRNA.tab.gz.split	16.part16.tab.gz
16.part17	NA	200000	gRNA.tab.gz.split	16.part17.tab.gz
16.part18	NA	200000	gRNA.tab.gz.split	16.part18.tab.gz
16.part19	NA	200000	gRNA.tab.gz.split	16.part19.tab.gz
16.part20	NA	200000	gRNA.tab.gz.split	16.part20.tab.gz
16.part21	NA	200000	gRNA.tab.gz.split	16.part21.tab.gz
16.part22	NA	200000	gRNA.tab.gz.split	16.part22.tab.gz
16.part23	NA	200000	gRNA.tab.gz.split	16.part23.tab.gz
16.part24	NA	200000	gRNA.tab.gz.split	16.part24.tab.gz
16.part25	NA	200000	gRNA.tab.gz.split	16.part25.tab.gz
16.part26	NA	200000	gRNA.tab.gz.split	16.part26.tab.gz
16.part27	NA	200000	gRNA.tab.gz.split	16.part27.tab.gz
16.part28	NA	200000	gRNA.tab.gz.split	16.part28.tab.gz
16.part29	NA	200000	gRNA.tab.gz.split	16.part29.tab.gz
16.part30	NA	200000	gRNA.tab.gz.split	16.part30.tab.gz
16.part31	NA	200000	gRNA.tab.gz.split	16.part31.tab.gz
16.part32	NA	200000	gRNA.tab.gz.split	16.part32.tab.gz
16.part33	NA	200000	gRNA.tab.gz.split	16.part33.tab.gz
16.part34	NA	200000	gRNA.tab.gz.split	16.part34.tab.gz
16.part35	NA	200000	gRNA.tab.gz.split	16.part35.tab.gz
16.part36	NA	200000	gRNA.tab.gz.split	16.part36.tab.gz
16.part37	NA	200000	gRNA.tab.gz.split	16.part37.tab.gz
16.part38	NA	200000	gRNA.tab.gz.split	16.part38.tab.gz
16.part39	NA	200000	gRNA.tab.gz.split	16.part39.tab.gz
16.part40	NA	200000	gRNA.tab.gz.split	16.part40.tab.gz
16.part41	NA	200000	gRNA.tab.gz.split	16.part41.tab.gz
16.part42	NA	200000	gRNA.tab.gz.split	16.part42.tab.gz
16.part43	NA	200000	gRNA.tab.gz.split	16.part43.tab.gz
16.part44	NA	200000	gRNA.tab.gz.split	16.part44.tab.gz
16.part45	NA	200000	gRNA.tab.gz.split	16.part45.tab.gz
16.part46	NA	200000	gRNA.tab.gz.split	16.part46.tab.gz
16.part47	NA	200000	gRNA.tab.gz.split	16.part47.tab.gz
16.part48	NA	200000	gRNA.tab.gz.split	16.part48.tab.gz
16.part49	NA	200000	gRNA.tab.gz.split	16.part49.tab.gz
16.part50	NA	2903	gRNA.tab.gz.split	16.part50.tab.gz
17.part0	NA	200000	gRNA.tab.gz.split	17.part0.tab.gz
17.part1	NA	200000	gRNA.tab.gz.split	17.part1.tab.gz
17.part2	NA	200000	gRNA.tab.gz.split	17.part2.tab.gz
17.part3	NA	200000	gRNA.tab.gz.split	17.part3.tab.gz
17.part4	NA	200000	gRNA.tab.gz.split	17.part4.tab.gz
17.part5	NA	200000	gRNA.tab.gz.split	17.part5.tab.gz
17.part6	NA	200000	gRNA.tab.gz.split	17.part6.tab.gz
17.part7	NA	200000	gRNA.tab.gz.split	17.part7.tab.gz
17.part8	NA	200000	gRNA.tab.gz.split	17.part8.tab.gz
17.part9	NA	200000	gRNA.tab.gz.split	17.part9.tab.gz
17.part10	NA	200000	gRNA.tab.gz.split	17.part10.tab.gz
17.part11	NA	200000	gRNA.tab.gz.split	17.part11.tab.gz
17.part12	NA	200000	gRNA.tab.gz.split	17.part12.tab.gz
17.part13	NA	200000	gRNA.tab.gz.split	17.part13.tab.gz
17.part14	NA	200000	gRNA.tab.gz.split	17.part14.tab.gz
17.part15	NA	200000	gRNA.tab.gz.split	17.part15.tab.gz
17.part16	NA	200000	gRNA.tab.gz.split	17.part16.tab.gz
17.part17	NA	200000	gRNA.tab.gz.split	17.part17.tab.gz
17.part18	NA	200000	gRNA.tab.gz.split	17.part18.tab.gz
17.part19	NA	200000	gRNA.tab.gz.split	17.part19.tab.gz
17.part20	NA	200000	gRNA.tab.gz.split	17.part20.tab.gz
17.part21	NA	200000	gRNA.tab.gz.split	17.part21.tab.gz
17.part22	NA	200000	gRNA.tab.gz.split	17.part22.tab.gz
17.part23	NA	200000	gRNA.tab.gz.split	17.part23.tab.gz
17.part24	NA	200000	gRNA.tab.gz.split	17.part24.tab.gz
17.part25	NA	200000	gRNA.tab.gz.split	17.part25.tab.gz
17.part26	NA	200000	gRNA.tab.gz.split	17.part26.tab.gz
17.part27	NA	200000	gRNA.tab.gz.split	17.part27.tab.gz
17.part28	NA	200000	gRNA.tab.gz.split	17.part28.tab.gz
17.part29	NA	200000	gRNA.tab.gz.split	17.part29.tab.gz
17.part30	NA	200000	gRNA.tab.gz.split	17.part30.tab.gz
17.part31	NA	200000	gRNA.tab.gz.split	17.part31.tab.gz
17.part32	NA	200000	gRNA.tab.gz.split	17.part32.tab.gz
17.part33	NA	200000	gRNA.tab.gz.split	17.part33.tab.gz
17.part34	NA	200000	gRNA.tab.gz.split	17.part34.tab.gz
17.part35	NA	200000	gRNA.tab.gz.split	17.part35.tab.gz
17.part36	NA	200000	gRNA.tab.gz.split	17.part36.tab.gz
17.part37	NA	200000	gRNA.tab.gz.split	17.part37.tab.gz
17.part38	NA	200000	gRNA.tab.gz.split	17.part38.tab.gz
17.part39	NA	200000	gRNA.tab.gz.split	17.part39.tab.gz
17.part40	NA	200000	gRNA.tab.gz.split	17.part40.tab.gz
17.part41	NA	200000	gRNA.tab.gz.split	17.part41.tab.gz
17.part42	NA	200000	gRNA.tab.gz.split	17.part42.tab.gz
17.part43	NA	200000	gRNA.tab.gz.split	17.part43.tab.gz
17.part44	NA	200000	gRNA.tab.gz.split	17.part44.tab.gz
17.part45	NA	200000	gRNA.tab.gz.split	17.part45.tab.gz
17.part46	NA	200000	gRNA.tab.gz.split	17.part46.tab.gz
17.part47	NA	200000	gRNA.tab.gz.split	17.part47.tab.gz
17.part48	NA	200000	gRNA.tab.gz.split	17.part48.tab.gz
17.part49	NA	200000	gRNA.tab.gz.split	17.part49.tab.gz
17.part50	NA	200000	gRNA.tab.gz.split	17.part50.tab.gz
17.part51	NA	200000	gRNA.tab.gz.split	17.part51.tab.gz
17.part52	NA	96051	gRNA.tab.gz.split	17.part52.tab.gz
18.part0	NA	200000	gRNA.tab.gz.split	18.part0.tab.gz
18.part1	NA	200000	gRNA.tab.gz.split	18.part1.tab.gz
18.part2	NA	200000	gRNA.tab.gz.split	18.part2.tab.gz
18.part3	NA	200000	gRNA.tab.gz.split	18.part3.tab.gz
18.part4	NA	200000	gRNA.tab.gz.split	18.part4.tab.gz
18.part5	NA	200000	gRNA.tab.gz.split	18.part5.tab.gz
18.part6	NA	200000	gRNA.tab.gz.split	18.part6.tab.gz
18.part7	NA	200000	gRNA.tab.gz.split	18.part7.tab.gz
18.part8	NA	200000	gRNA.tab.gz.split	18.part8.tab.gz
18.part9	NA	200000	gRNA.tab.gz.split	18.part9.tab.gz
18.part10	NA	200000	gRNA.tab.gz.split	18.part10.tab.gz
18.part11	NA	200000	gRNA.tab.gz.split	18.part11.tab.gz
18.part12	NA	200000	gRNA.tab.gz.split	18.part12.tab.gz
18.part13	NA	200000	gRNA.tab.gz.split	18.part13.tab.gz
18.part14	NA	200000	gRNA.tab.gz.split	18.part14.tab.gz
18.part15	NA	200000	gRNA.tab.gz.split	18.part15.tab.gz
18.part16	NA	200000	gRNA.tab.gz.split	18.part16.tab.gz
18.part17	NA	200000	gRNA.tab.gz.split	18.part17.tab.gz
18.part18	NA	200000	gRNA.tab.gz.split	18.part18.tab.gz
18.part19	NA	200000	gRNA.tab.gz.split	18.part19.tab.gz
18.part20	NA	200000	gRNA.tab.gz.split	18.part20.tab.gz
18.part21	NA	200000	gRNA.tab.gz.split	18.part21.tab.gz
18.part22	NA	200000	gRNA.tab.gz.split	18.part22.tab.gz
18.part23	NA	200000	gRNA.tab.gz.split	18.part23.tab.gz
18.part24	NA	200000	gRNA.tab.gz.split	18.part24.tab.gz
18.part25	NA	200000	gRNA.tab.gz.split	18.part25.tab.gz
18.part26	NA	200000	gRNA.tab.gz.split	18.part26.tab.gz
18.part27	NA	200000	gRNA.tab.gz.split	18.part27.tab.gz
18.part28	NA	200000	gRNA.tab.gz.split	18.part28.tab.gz
18.part29	NA	200000	gRNA.tab.gz.split	18.part29.tab.gz
18.part30	NA	200000	gRNA.tab.gz.split	18.part30.tab.gz
18.part31	NA	200000	gRNA.tab.gz.split	18.part31.tab.gz
18.part32	NA	200000	gRNA.tab.gz.split	18.part32.tab.gz
18.part33	NA	200000	gRNA.tab.gz.split	18.part33.tab.gz
18.part34	NA	200000	gRNA.tab.gz.split	18.part34.tab.gz
18.part35	NA	200000	gRNA.tab.gz.split	18.part35.tab.gz
18.part36	NA	200000	gRNA.tab.gz.split	18.part36.tab.gz
18.part37	NA	200000	gRNA.tab.gz.split	18.part37.tab.gz
18.part38	NA	80966	gRNA.tab.gz.split	18.part38.tab.gz
19.part0	NA	200000	gRNA.tab.gz.split	19.part0.tab.gz
19.part1	NA	200000	gRNA.tab.gz.split	19.part1.tab.gz
19.part2	NA	200000	gRNA.tab.gz.split	19.part2.tab.gz
19.part3	NA	200000	gRNA.tab.gz.split	19.part3.tab.gz
19.part4	NA	200000	gRNA.tab.gz.split	19.part4.tab.gz
19.part5	NA	200000	gRNA.tab.gz.split	19.part5.tab.gz
19.part6	NA	200000	gRNA.tab.gz.split	19.part6.tab.gz
19.part7	NA	200000	gRNA.tab.gz.split	19.part7.tab.gz
19.part8	NA	200000	gRNA.tab.gz.split	19.part8.tab.gz
19.part9	NA	200000	gRNA.tab.gz.split	19.part9.tab.gz
19.part10	NA	200000	gRNA.tab.gz.split	19.part10.tab.gz
19.part11	NA	200000	gRNA.tab.gz.split	19.part11.tab.gz
19.part12	NA	200000	gRNA.tab.gz.split	19.part12.tab.gz
19.part13	NA	200000	gRNA.tab.gz.split	19.part13.tab.gz
19.part14	NA	200000	gRNA.tab.gz.split	19.part14.tab.gz
19.part15	NA	200000	gRNA.tab.gz.split	19.part15.tab.gz
19.part16	NA	200000	gRNA.tab.gz.split	19.part16.tab.gz
19.part17	NA	200000	gRNA.tab.gz.split	19.part17.tab.gz
19.part18	NA	200000	gRNA.tab.gz.split	19.part18.tab.gz
19.part19	NA	200000	gRNA.tab.gz.split	19.part19.tab.gz
19.part20	NA	200000	gRNA.tab.gz.split	19.part20.tab.gz
19.part21	NA	200000	gRNA.tab.gz.split	19.part21.tab.gz
19.part22	NA	200000	gRNA.tab.gz.split	19.part22.tab.gz
19.part23	NA	200000	gRNA.tab.gz.split	19.part23.tab.gz
19.part24	NA	200000	gRNA.tab.gz.split	19.part24.tab.gz
19.part25	NA	200000	gRNA.tab.gz.split	19.part25.tab.gz
19.part26	NA	200000	gRNA.tab.gz.split	19.part26.tab.gz
19.part27	NA	200000	gRNA.tab.gz.split	19.part27.tab.gz
19.part28	NA	200000	gRNA.tab.gz.split	19.part28.tab.gz
19.part29	NA	200000	gRNA.tab.gz.split	19.part29.tab.gz
19.part30	NA	200000	gRNA.tab.gz.split	19.part30.tab.gz
19.part31	NA	200000	gRNA.tab.gz.split	19.part31.tab.gz
19.part32	NA	200000	gRNA.tab.gz.split	19.part32.tab.gz
19.part33	NA	200000	gRNA.tab.gz.split	19.part33.tab.gz
19.part34	NA	200000	gRNA.tab.gz.split	19.part34.tab.gz
19.part35	NA	200000	gRNA.tab.gz.split	19.part35.tab.gz
19.part36	NA	200000	gRNA.tab.gz.split	19.part36.tab.gz
19.part37	NA	200000	gRNA.tab.gz.split	19.part37.tab.gz
19.part38	NA	200000	gRNA.tab.gz.split	19.part38.tab.gz
19.part39	NA	200000	gRNA.tab.gz.split	19.part39.tab.gz
19.part40	NA	200000	gRNA.tab.gz.split	19.part40.tab.gz
19.part41	NA	48882	gRNA.tab.gz.split	19.part41.tab.gz
2.part0	NA	200000	gRNA.tab.gz.split	2.part0.tab.gz
2.part1	NA	200000	gRNA.tab.gz.split	2.part1.tab.gz
2.part2	NA	200000	gRNA.tab.gz.split	2.part2.tab.gz
2.part3	NA	200000	gRNA.tab.gz.split	2.part3.tab.gz
2.part4	NA	200000	gRNA.tab.gz.split	2.part4.tab.gz
2.part5	NA	200000	gRNA.tab.gz.split	2.part5.tab.gz
2.part6	NA	200000	gRNA.tab.gz.split	2.part6.tab.gz
2.part7	NA	200000	gRNA.tab.gz.split	2.part7.tab.gz
2.part8	NA	200000	gRNA.tab.gz.split	2.part8.tab.gz
2.part9	NA	200000	gRNA.tab.gz.split	2.part9.tab.gz
2.part10	NA	200000	gRNA.tab.gz.split	2.part10.tab.gz
2.part11	NA	200000	gRNA.tab.gz.split	2.part11.tab.gz
2.part12	NA	200000	gRNA.tab.gz.split	2.part12.tab.gz
2.part13	NA	200000	gRNA.tab.gz.split	2.part13.tab.gz
2.part14	NA	200000	gRNA.tab.gz.split	2.part14.tab.gz
2.part15	NA	200000	gRNA.tab.gz.split	2.part15.tab.gz
2.part16	NA	200000	gRNA.tab.gz.split	2.part16.tab.gz
2.part17	NA	200000	gRNA.tab.gz.split	2.part17.tab.gz
2.part18	NA	200000	gRNA.tab.gz.split	2.part18.tab.gz
2.part19	NA	200000	gRNA.tab.gz.split	2.part19.tab.gz
2.part20	NA	200000	gRNA.tab.gz.split	2.part20.tab.gz
2.part21	NA	200000	gRNA.tab.gz.split	2.part21.tab.gz
2.part22	NA	200000	gRNA.tab.gz.split	2.part22.tab.gz
2.part23	NA	200000	gRNA.tab.gz.split	2.part23.tab.gz
2.part24	NA	200000	gRNA.tab.gz.split	2.part24.tab.gz
2.part25	NA	200000	gRNA.tab.gz.split	2.part25.tab.gz
2.part26	NA	200000	gRNA.tab.gz.split	2.part26.tab.gz
2.part27	NA	200000	gRNA.tab.gz.split	2.part27.tab.gz
2.part28	NA	200000	gRNA.tab.gz.split	2.part28.tab.gz
2.part29	NA	200000	gRNA.tab.gz.split	2.part29.tab.gz
2.part30	NA	200000	gRNA.tab.gz.split	2.part30.tab.gz
2.part31	NA	200000	gRNA.tab.gz.split	2.part31.tab.gz
2.part32	NA	200000	gRNA.tab.gz.split	2.part32.tab.gz
2.part33	NA	200000	gRNA.tab.gz.split	2.part33.tab.gz
2.part34	NA	200000	gRNA.tab.gz.split	2.part34.tab.gz
2.part35	NA	200000	gRNA.tab.gz.split	2.part35.tab.gz
2.part36	NA	200000	gRNA.tab.gz.split	2.part36.tab.gz
2.part37	NA	200000	gRNA.tab.gz.split	2.part37.tab.gz
2.part38	NA	200000	gRNA.tab.gz.split	2.part38.tab.gz
2.part39	NA	200000	gRNA.tab.gz.split	2.part39.tab.gz
2.part40	NA	200000	gRNA.tab.gz.split	2.part40.tab.gz
2.part41	NA	200000	gRNA.tab.gz.split	2.part41.tab.gz
2.part42	NA	200000	gRNA.tab.gz.split	2.part42.tab.gz
2.part43	NA	200000	gRNA.tab.gz.split	2.part43.tab.gz
2.part44	NA	200000	gRNA.tab.gz.split	2.part44.tab.gz
2.part45	NA	200000	gRNA.tab.gz.split	2.part45.tab.gz
2.part46	NA	200000	gRNA.tab.gz.split	2.part46.tab.gz
2.part47	NA	200000	gRNA.tab.gz.split	2.part47.tab.gz
2.part48	NA	200000	gRNA.tab.gz.split	2.part48.tab.gz
2.part49	NA	200000	gRNA.tab.gz.split	2.part49.tab.gz
2.part50	NA	200000	gRNA.tab.gz.split	2.part50.tab.gz
2.part51	NA	200000	gRNA.tab.gz.split	2.part51.tab.gz
2.part52	NA	200000	gRNA.tab.gz.split	2.part52.tab.gz
2.part53	NA	200000	gRNA.tab.gz.split	2.part53.tab.gz
2.part54	NA	200000	gRNA.tab.gz.split	2.part54.tab.gz
2.part55	NA	200000	gRNA.tab.gz.split	2.part55.tab.gz
2.part56	NA	200000	gRNA.tab.gz.split	2.part56.tab.gz
2.part57	NA	200000	gRNA.tab.gz.split	2.part57.tab.gz
2.part58	NA	200000	gRNA.tab.gz.split	2.part58.tab.gz
2.part59	NA	200000	gRNA.tab.gz.split	2.part59.tab.gz
2.part60	NA	200000	gRNA.tab.gz.split	2.part60.tab.gz
2.part61	NA	200000	gRNA.tab.gz.split	2.part61.tab.gz
2.part62	NA	200000	gRNA.tab.gz.split	2.part62.tab.gz
2.part63	NA	200000	gRNA.tab.gz.split	2.part63.tab.gz
2.part64	NA	200000	gRNA.tab.gz.split	2.part64.tab.gz
2.part65	NA	200000	gRNA.tab.gz.split	2.part65.tab.gz
2.part66	NA	200000	gRNA.tab.gz.split	2.part66.tab.gz
2.part67	NA	200000	gRNA.tab.gz.split	2.part67.tab.gz
2.part68	NA	200000	gRNA.tab.gz.split	2.part68.tab.gz
2.part69	NA	200000	gRNA.tab.gz.split	2.part69.tab.gz
2.part70	NA	200000	gRNA.tab.gz.split	2.part70.tab.gz
2.part71	NA	200000	gRNA.tab.gz.split	2.part71.tab.gz
2.part72	NA	200000	gRNA.tab.gz.split	2.part72.tab.gz
2.part73	NA	200000	gRNA.tab.gz.split	2.part73.tab.gz
2.part74	NA	200000	gRNA.tab.gz.split	2.part74.tab.gz
2.part75	NA	200000	gRNA.tab.gz.split	2.part75.tab.gz
2.part76	NA	200000	gRNA.tab.gz.split	2.part76.tab.gz
2.part77	NA	200000	gRNA.tab.gz.split	2.part77.tab.gz
2.part78	NA	200000	gRNA.tab.gz.split	2.part78.tab.gz
2.part79	NA	200000	gRNA.tab.gz.split	2.part79.tab.gz
2.part80	NA	200000	gRNA.tab.gz.split	2.part80.tab.gz
2.part81	NA	200000	gRNA.tab.gz.split	2.part81.tab.gz
2.part82	NA	200000	gRNA.tab.gz.split	2.part82.tab.gz
2.part83	NA	200000	gRNA.tab.gz.split	2.part83.tab.gz
2.part84	NA	200000	gRNA.tab.gz.split	2.part84.tab.gz
2.part85	NA	200000	gRNA.tab.gz.split	2.part85.tab.gz
2.part86	NA	200000	gRNA.tab.gz.split	2.part86.tab.gz
2.part87	NA	200000	gRNA.tab.gz.split	2.part87.tab.gz
2.part88	NA	200000	gRNA.tab.gz.split	2.part88.tab.gz
2.part89	NA	200000	gRNA.tab.gz.split	2.part89.tab.gz
2.part90	NA	200000	gRNA.tab.gz.split	2.part90.tab.gz
2.part91	NA	200000	gRNA.tab.gz.split	2.part91.tab.gz
2.part92	NA	200000	gRNA.tab.gz.split	2.part92.tab.gz
2.part93	NA	200000	gRNA.tab.gz.split	2.part93.tab.gz
2.part94	NA	200000	gRNA.tab.gz.split	2.part94.tab.gz
2.part95	NA	200000	gRNA.tab.gz.split	2.part95.tab.gz
2.part96	NA	200000	gRNA.tab.gz.split	2.part96.tab.gz
2.part97	NA	200000	gRNA.tab.gz.split	2.part97.tab.gz
2.part98	NA	200000	gRNA.tab.gz.split	2.part98.tab.gz
2.part99	NA	200000	gRNA.tab.gz.split	2.part99.tab.gz
2.part100	NA	200000	gRNA.tab.gz.split	2.part100.tab.gz
2.part101	NA	200000	gRNA.tab.gz.split	2.part101.tab.gz
2.part102	NA	200000	gRNA.tab.gz.split	2.part102.tab.gz
2.part103	NA	200000	gRNA.tab.gz.split	2.part103.tab.gz
2.part104	NA	200000	gRNA.tab.gz.split	2.part104.tab.gz
2.part105	NA	200000	gRNA.tab.gz.split	2.part105.tab.gz
2.part106	NA	200000	gRNA.tab.gz.split	2.part106.tab.gz
2.part107	NA	200000	gRNA.tab.gz.split	2.part107.tab.gz
2.part108	NA	200000	gRNA.tab.gz.split	2.part108.tab.gz
2.part109	NA	200000	gRNA.tab.gz.split	2.part109.tab.gz
2.part110	NA	200000	gRNA.tab.gz.split	2.part110.tab.gz
2.part111	NA	200000	gRNA.tab.gz.split	2.part111.tab.gz
2.part112	NA	200000	gRNA.tab.gz.split	2.part112.tab.gz
2.part113	NA	200000	gRNA.tab.gz.split	2.part113.tab.gz
2.part114	NA	200000	gRNA.tab.gz.split	2.part114.tab.gz
2.part115	NA	200000	gRNA.tab.gz.split	2.part115.tab.gz
2.part116	NA	200000	gRNA.tab.gz.split	2.part116.tab.gz
2.part117	NA	200000	gRNA.tab.gz.split	2.part117.tab.gz
2.part118	NA	200000	gRNA.tab.gz.split	2.part118.tab.gz
2.part119	NA	200000	gRNA.tab.gz.split	2.part119.tab.gz
2.part120	NA	131036	gRNA.tab.gz.split	2.part120.tab.gz
20.part0	NA	200000	gRNA.tab.gz.split	20.part0.tab.gz
20.part1	NA	200000	gRNA.tab.gz.split	20.part1.tab.gz
20.part2	NA	200000	gRNA.tab.gz.split	20.part2.tab.gz
20.part3	NA	200000	gRNA.tab.gz.split	20.part3.tab.gz
20.part4	NA	200000	gRNA.tab.gz.split	20.part4.tab.gz
20.part5	NA	200000	gRNA.tab.gz.split	20.part5.tab.gz
20.part6	NA	200000	gRNA.tab.gz.split	20.part6.tab.gz
20.part7	NA	200000	gRNA.tab.gz.split	20.part7.tab.gz
20.part8	NA	200000	gRNA.tab.gz.split	20.part8.tab.gz
20.part9	NA	200000	gRNA.tab.gz.split	20.part9.tab.gz
20.part10	NA	200000	gRNA.tab.gz.split	20.part10.tab.gz
20.part11	NA	200000	gRNA.tab.gz.split	20.part11.tab.gz
20.part12	NA	200000	gRNA.tab.gz.split	20.part12.tab.gz
